condition,unit_a,unit_b,dissimilarity
ai_scaffolding,cm_001,pel_001,0.008246721715526206
ai_scaffolding,cm_001,pel_002,0.004445370475347321
ai_scaffolding,cm_001,spo_001,0.018889629138985065
ai_scaffolding,cm_001,spo_002,0.04431679154986934
ai_scaffolding,cm_001,roi_001,0.007082026910772976
ai_scaffolding,cm_001,roi_002,0.016586001747398216
ai_scaffolding,cm_001,tp_001,0.008726869129792814
ai_scaffolding,cm_001,tp_002,0.005569335229842154
ai_scaffolding,cm_001,wac_001,0.013516696089192037
ai_scaffolding,cm_001,wac_002,0.02804830594098917
ai_scaffolding,cm_002,ltv_001,0.0076338680623915245
ai_scaffolding,cm_002,ltv_002,0.008628985218860685
ai_scaffolding,cm_002,mos_001,0.005783523410407332
ai_scaffolding,cm_002,mos_002,0.0030832866204985043
ai_scaffolding,cm_002,mkp_001,0.02227932589051962
ai_scaffolding,cm_002,mkp_002,0.019342586666743156
ai_scaffolding,cm_002,mix_001,0.0174135192780438
ai_scaffolding,cm_002,mix_002,0.021147455463223608
ai_scaffolding,cm_002,npv_001,0.022801976496018894
ai_scaffolding,cm_002,npv_002,0.006926147413358841
ai_scaffolding,cm_002,dol_001,0.014665078871774928
ai_scaffolding,cm_002,dol_002,0.0050456401376531845
ai_scaffolding,cm_002,pbp_001,0.0106550046850864
ai_scaffolding,cm_002,pbp_002,0.009420425508975261
ai_scaffolding,cm_002,pel_001,0.018108247775824315
ai_scaffolding,cm_002,pel_002,0.008811779930752994
ai_scaffolding,cm_002,spo_001,0.012469562140526413
ai_scaffolding,cm_002,spo_002,0.03028680575217879
ai_scaffolding,cm_002,roi_001,0.007329769812109532
ai_scaffolding,cm_002,roi_002,0.014314654404246951
ai_scaffolding,cm_002,tp_001,0.00619929688676768
ai_scaffolding,cm_002,tp_002,0.002352026208243041
ai_scaffolding,cm_002,wac_001,0.009449705587505797
ai_scaffolding,cm_002,wac_002,0.019688406799491798
ai_scaffolding,ltv_001,ltv_002,0.0035277586944097994
ai_scaffolding,ltv_001,mos_001,0.01001651142055604
ai_scaffolding,ltv_001,mos_002,0.008184956014071099
ai_scaffolding,ltv_001,mkp_001,0.025431335661216248
ai_scaffolding,ltv_001,mkp_002,0.02487615205508964
ai_scaffolding,ltv_001,mix_001,0.017854829165826924
ai_scaffolding,ltv_001,mix_002,0.024428909321590808
ai_scaffolding,ltv_001,npv_001,0.01127155607806829
ai_scaffolding,ltv_001,npv_002,0.006210057310249484
ai_scaffolding,ltv_001,dol_001,0.020174851626264534
ai_scaffolding,ltv_001,dol_002,0.00957741918361088
ai_scaffolding,ltv_001,pbp_001,0.01690618366891594
ai_scaffolding,ltv_001,pbp_002,0.015119525422452984
ai_scaffolding,ltv_001,pel_001,0.025508848136429285
ai_scaffolding,ltv_001,pel_002,0.014442261585727367
ai_scaffolding,ltv_001,spo_001,0.013703287009486198
ai_scaffolding,ltv_001,spo_002,0.033273150986997346
ai_scaffolding,ltv_001,roi_001,0.005923777734384905
ai_scaffolding,ltv_001,roi_002,0.02398615596448994
ai_scaffolding,ltv_001,tp_001,0.01454034891655509
ai_scaffolding,ltv_001,tp_002,0.01200640697435329
ai_scaffolding,ltv_001,wac_001,0.00288891369320321
ai_scaffolding,ltv_001,wac_002,0.01310157158497438
ai_scaffolding,ltv_002,mos_001,0.016767580188205455
ai_scaffolding,ltv_002,mos_002,0.01376711232012029
ai_scaffolding,ltv_002,mkp_001,0.014213594182443057
ai_scaffolding,ltv_002,mkp_002,0.014362354811985667
ai_scaffolding,ltv_002,mix_001,0.011671616689960751
ai_scaffolding,ltv_002,mix_002,0.01347334358419583
ai_scaffolding,ltv_002,npv_001,0.012388279113812906
ai_scaffolding,ltv_002,npv_002,0.010337018472331372
ai_scaffolding,ltv_002,dol_001,0.010595785775896704
ai_scaffolding,ltv_002,dol_002,0.0067009667413586715
ai_scaffolding,ltv_002,pbp_001,0.023124662625179204
ai_scaffolding,ltv_002,pbp_002,0.019551781137694402
ai_scaffolding,ltv_002,pel_001,0.01678468881239059
ai_scaffolding,ltv_002,pel_002,0.00924197821763506
ai_scaffolding,ltv_002,spo_001,0.021558130619225846
ai_scaffolding,ltv_002,spo_002,0.04889890454471224
ai_scaffolding,ltv_002,roi_001,0.006623166133172154
ai_scaffolding,ltv_002,roi_002,0.027169434563908412
ai_scaffolding,ltv_002,tp_001,0.020940669951886925
ai_scaffolding,ltv_002,tp_002,0.015717710842829913
ai_scaffolding,ltv_002,wac_001,0.00786313740636757
ai_scaffolding,ltv_002,wac_002,0.025692997780530025
ai_scaffolding,mos_001,mos_002,0.00208056272440027
ai_scaffolding,mos_001,mkp_001,0.03378585402801393
ai_scaffolding,mos_001,mkp_002,0.028938177268030496
ai_scaffolding,mos_001,mix_001,0.02853170062366228
ai_scaffolding,mos_001,mix_002,0.03560442108204365
ai_scaffolding,mos_001,npv_001,0.021737558619165376
ai_scaffolding,mos_001,npv_002,0.006092167694140449
ai_scaffolding,mos_001,dol_001,0.02472511354254503
ai_scaffolding,mos_001,dol_002,0.017917244566613033
ai_scaffolding,mos_001,pbp_001,0.013261513233476019
ai_scaffolding,mos_001,pbp_002,0.010798003974809012
ai_scaffolding,mos_001,pel_001,0.025415607237901483
ai_scaffolding,mos_001,pel_002,0.015682824645968707
ai_scaffolding,mos_001,spo_001,0.01918273711044094
ai_scaffolding,mos_001,spo_002,0.032002073209896675
ai_scaffolding,mos_001,roi_001,0.007795199188216473
ai_scaffolding,mos_001,roi_002,0.006607067795206922
ai_scaffolding,mos_001,tp_001,0.004779508207882421
ai_scaffolding,mos_001,tp_002,0.006078945254146428
ai_scaffolding,mos_001,wac_001,0.014662256757086434
ai_scaffolding,mos_001,wac_002,0.020505776342581994
ai_scaffolding,mos_002,mkp_001,0.03071508385681665
ai_scaffolding,mos_002,mkp_002,0.026189750613270668
ai_scaffolding,mos_002,mix_001,0.02225957774124354
ai_scaffolding,mos_002,mix_002,0.028866720371040322
ai_scaffolding,mos_002,npv_001,0.023667553902551708
ai_scaffolding,mos_002,npv_002,0.005866063626868923
ai_scaffolding,mos_002,dol_001,0.021792545637707605
ai_scaffolding,mos_002,dol_002,0.01131906298475871
ai_scaffolding,mos_002,pbp_001,0.011671946672925926
ai_scaffolding,mos_002,pbp_002,0.010015383658884769
ai_scaffolding,mos_002,pel_001,0.022095683010941447
ai_scaffolding,mos_002,pel_002,0.012072821246821075
ai_scaffolding,mos_002,spo_001,0.011454400732994197
ai_scaffolding,mos_002,spo_002,0.02456359244239059
ai_scaffolding,mos_002,roi_001,0.008344581739412216
ai_scaffolding,mos_002,roi_002,0.01143523299444782
ai_scaffolding,mos_002,tp_001,0.003251284418624323
ai_scaffolding,mos_002,tp_002,0.0030350688433796735
ai_scaffolding,mos_002,wac_001,0.00949416151960758
ai_scaffolding,mos_002,wac_002,0.01441455437275685
ai_scaffolding,mkp_001,mkp_002,0.0023840368033635206
ai_scaffolding,mkp_001,mix_001,0.005098605476645868
ai_scaffolding,mkp_001,mix_002,0.004324470736868147
ai_scaffolding,mkp_001,npv_001,0.01957464689146926
ai_scaffolding,mkp_001,npv_002,0.022139062513332086
ai_scaffolding,mkp_001,dol_001,0.006026143278032525
ai_scaffolding,mkp_001,dol_002,0.019007707866141588
ai_scaffolding,mkp_001,pbp_001,0.03743177454776547
ai_scaffolding,mkp_001,pbp_002,0.03258529333255533
ai_scaffolding,mkp_001,pel_001,0.010164989002486746
ai_scaffolding,mkp_001,pel_002,0.014535874040853325
ai_scaffolding,mkp_001,spo_001,0.046863328990184305
ai_scaffolding,mkp_001,spo_002,0.09032485564229353
ai_scaffolding,mkp_001,roi_001,0.013708355812662276
ai_scaffolding,mkp_001,roi_002,0.032807276853986655
ai_scaffolding,mkp_001,tp_001,0.03147753631246486
ai_scaffolding,mkp_001,tp_002,0.02998489197951415
ai_scaffolding,mkp_001,wac_001,0.03262282051920107
ai_scaffolding,mkp_001,wac_002,0.061911412589411685
ai_scaffolding,mkp_002,mix_001,0.007523274719268169
ai_scaffolding,mkp_002,mix_002,0.004409140622739449
ai_scaffolding,mkp_002,npv_001,0.024429437529994602
ai_scaffolding,mkp_002,npv_002,0.022685360363637996
ai_scaffolding,mkp_002,dol_001,0.004527614957098303
ai_scaffolding,mkp_002,dol_002,0.018834289989528297
ai_scaffolding,mkp_002,pbp_001,0.04099553005477785
ai_scaffolding,mkp_002,pbp_002,0.03547904206083141
ai_scaffolding,mkp_002,pel_001,0.004048951108454046
ai_scaffolding,mkp_002,pel_002,0.009695200831950745
ai_scaffolding,mkp_002,spo_001,0.04689643728235671
ai_scaffolding,mkp_002,spo_002,0.08723353191947503
ai_scaffolding,mkp_002,roi_001,0.013662601882896919
ai_scaffolding,mkp_002,roi_002,0.02883659512408565
ai_scaffolding,mkp_002,tp_001,0.029124235005307364
ai_scaffolding,mkp_002,tp_002,0.026753689356640353
ai_scaffolding,mkp_002,wac_001,0.03260644901905663
ai_scaffolding,mkp_002,wac_002,0.05864279614231904
ai_scaffolding,mix_001,mix_002,0.003429947366204056
ai_scaffolding,mix_001,npv_001,0.018760132147988218
ai_scaffolding,mix_001,npv_002,0.016623972086485805
ai_scaffolding,mix_001,dol_001,0.009278128504499716
ai_scaffolding,mix_001,dol_002,0.011755340496901967
ai_scaffolding,mix_001,pbp_001,0.02891314414506574
ai_scaffolding,mix_001,pbp_002,0.026533396719979896
ai_scaffolding,mix_001,pel_001,0.012427766801136775
ai_scaffolding,mix_001,pel_002,0.013453183796476309
ai_scaffolding,mix_001,spo_001,0.02857658103763394
ai_scaffolding,mix_001,spo_002,0.06592055777199624
ai_scaffolding,mix_001,roi_001,0.012209673650243724
ai_scaffolding,mix_001,roi_002,0.03521956329917875
ai_scaffolding,mix_001,tp_001,0.022149472153187633
ai_scaffolding,mix_001,tp_002,0.02162499134544027
ai_scaffolding,mix_001,wac_001,0.019816445261077176
ai_scaffolding,mix_001,wac_002,0.0409668881086338
ai_scaffolding,mix_002,npv_001,0.028664371847248904
ai_scaffolding,mix_002,npv_002,0.02387780247775073
ai_scaffolding,mix_002,dol_001,0.004774816661916814
ai_scaffolding,mix_002,dol_002,0.013066743141360138
ai_scaffolding,mix_002,pbp_001,0.03893185799240939
ai_scaffolding,mix_002,pbp_002,0.034560929302392185
ai_scaffolding,mix_002,pel_001,0.007013152386668997
ai_scaffolding,mix_002,pel_002,0.009819042945278467
ai_scaffolding,mix_002,spo_001,0.040313849075275354
ai_scaffolding,mix_002,spo_002,0.0803037224640113
ai_scaffolding,mix_002,roi_001,0.018389496725639165
ai_scaffolding,mix_002,roi_002,0.03939934768491016
ai_scaffolding,mix_002,tp_001,0.030797453020592114
ai_scaffolding,mix_002,tp_002,0.027078841613351723
ai_scaffolding,mix_002,wac_001,0.028143931002096
ai_scaffolding,mix_002,wac_002,0.052147351916048024
ai_scaffolding,npv_001,npv_002,0.010815762677184204
ai_scaffolding,npv_001,dol_001,0.026313403095207022
ai_scaffolding,npv_001,dol_002,0.027342140821963734
ai_scaffolding,npv_001,pbp_001,0.025948792531726772
ai_scaffolding,npv_001,pbp_002,0.023080657178879083
ai_scaffolding,npv_001,pel_001,0.03355501406796757
ai_scaffolding,npv_001,pel_002,0.027741368450871717
ai_scaffolding,npv_001,spo_001,0.03629263790930104
ai_scaffolding,npv_001,spo_002,0.06702580075554665
ai_scaffolding,npv_001,roi_001,0.0061802391080041374
ai_scaffolding,npv_001,roi_002,0.026313195217777863
ai_scaffolding,npv_001,tp_001,0.02597530801550918
ai_scaffolding,npv_001,tp_002,0.030119370754213337
ai_scaffolding,npv_001,wac_001,0.017730834148808272
ai_scaffolding,npv_001,wac_002,0.03930601495645192
ai_scaffolding,npv_002,dol_001,0.018062848881097104
ai_scaffolding,npv_002,dol_002,0.012360812001391386
ai_scaffolding,npv_002,pbp_001,0.007383116706390913
ai_scaffolding,npv_002,pbp_002,0.005494351161655753
ai_scaffolding,npv_002,pel_001,0.02288579416708425
ai_scaffolding,npv_002,pel_002,0.013110055904681728
ai_scaffolding,npv_002,spo_001,0.01746161326609741
ai_scaffolding,npv_002,spo_002,0.036869045762478514
ai_scaffolding,npv_002,roi_001,0.0036879602718733473
ai_scaffolding,npv_002,roi_002,0.011052974438078955
ai_scaffolding,npv_002,tp_001,0.00557545094023193
ai_scaffolding,npv_002,tp_002,0.008237088779276647
ai_scaffolding,npv_002,wac_001,0.009488549728529416
ai_scaffolding,npv_002,wac_002,0.020189609939882613
ai_scaffolding,dol_001,dol_002,0.011115572531450457
ai_scaffolding,dol_001,pbp_001,0.03132656626908015
ai_scaffolding,dol_001,pbp_002,0.025517389222485476
ai_scaffolding,dol_001,pel_001,0.004181094595625323
ai_scaffolding,dol_001,pel_002,0.004114577229688221
ai_scaffolding,dol_001,spo_001,0.0395930481150486
ai_scaffolding,dol_001,spo_002,0.07410414231085405
ai_scaffolding,dol_001,roi_001,0.01350071470089087
ai_scaffolding,dol_001,roi_002,0.024776779412545746
ai_scaffolding,dol_001,tp_001,0.0246756602119087
ai_scaffolding,dol_001,tp_002,0.020005467455131765
ai_scaffolding,dol_001,wac_001,0.026830265560722988
ai_scaffolding,dol_001,wac_002,0.050084791912364146
ai_scaffolding,dol_002,pbp_001,0.015425495553348378
ai_scaffolding,dol_002,pbp_002,0.014108412582579777
ai_scaffolding,dol_002,pel_001,0.018197479003563832
ai_scaffolding,dol_002,pel_002,0.008542784978184836
ai_scaffolding,dol_002,spo_001,0.013435891210118789
ai_scaffolding,dol_002,spo_002,0.036504767972323715
ai_scaffolding,dol_002,roi_001,0.013501108165306253
ai_scaffolding,dol_002,roi_002,0.02936785080931059
ai_scaffolding,dol_002,tp_001,0.014951271261525956
ai_scaffolding,dol_002,tp_002,0.007961252886085846
ai_scaffolding,dol_002,wac_001,0.009376048657735891
ai_scaffolding,dol_002,wac_002,0.022451615573201966
ai_scaffolding,pbp_001,pbp_002,0.0013965822413903872
ai_scaffolding,pbp_001,pel_001,0.04218625420965261
ai_scaffolding,pbp_001,pel_002,0.02679631449811226
ai_scaffolding,pbp_001,spo_001,0.01405131194860132
ai_scaffolding,pbp_001,spo_002,0.026649180247530713
ai_scaffolding,pbp_001,roi_001,0.015483273482577053
ai_scaffolding,pbp_001,roi_002,0.017975105237733047
ai_scaffolding,pbp_001,tp_001,0.0070518260546351685
ai_scaffolding,pbp_001,tp_002,0.007985875172065282
ai_scaffolding,pbp_001,wac_001,0.0162596286188057
ai_scaffolding,pbp_001,wac_002,0.023817650671493662
ai_scaffolding,pbp_002,pel_001,0.03585631689164337
ai_scaffolding,pbp_002,pel_002,0.021611242805144038
ai_scaffolding,pbp_002,spo_001,0.017178327789453607
ai_scaffolding,pbp_002,spo_002,0.031633362105999985
ai_scaffolding,pbp_002,roi_001,0.012515086680809473
ai_scaffolding,pbp_002,roi_002,0.012901668552395718
ai_scaffolding,pbp_002,tp_001,0.006880410897693756
ai_scaffolding,pbp_002,tp_002,0.00792092774400921
ai_scaffolding,pbp_002,wac_001,0.01671701671124659
ai_scaffolding,pbp_002,wac_002,0.02667328285633508
ai_scaffolding,pel_001,pel_002,0.004080013093782142
ai_scaffolding,pel_001,spo_001,0.04466552858941075
ai_scaffolding,pel_001,spo_002,0.07838845808532213
ai_scaffolding,pel_001,roi_001,0.016996635126852677
ai_scaffolding,pel_001,roi_002,0.026283598612525938
ai_scaffolding,pel_001,tp_001,0.026084000564676968
ai_scaffolding,pel_001,tp_002,0.02340143491473734
ai_scaffolding,pel_001,wac_001,0.031832556221906505
ai_scaffolding,pel_001,wac_002,0.051847745514321364
ai_scaffolding,pel_002,spo_001,0.029804979268238885
ai_scaffolding,pel_002,spo_002,0.055579385610851406
ai_scaffolding,pel_002,roi_001,0.011841777433269751
ai_scaffolding,pel_002,roi_002,0.019374097757376196
ai_scaffolding,pel_002,tp_001,0.017026998249433545
ai_scaffolding,pel_002,tp_002,0.013110514263062534
ai_scaffolding,pel_002,wac_001,0.01840759675796111
ai_scaffolding,pel_002,wac_002,0.03400956845080427
ai_scaffolding,spo_001,spo_002,0.008982285836699022
ai_scaffolding,spo_001,roi_001,0.023096030091147135
ai_scaffolding,spo_001,roi_002,0.0386764816546431
ai_scaffolding,spo_001,tp_001,0.012467122576605427
ai_scaffolding,spo_001,tp_002,0.009375761828768536
ai_scaffolding,spo_001,wac_001,0.007119210003666665
ai_scaffolding,spo_001,wac_002,0.006722352033871171
ai_scaffolding,spo_002,roi_001,0.0485492802523283
ai_scaffolding,spo_002,roi_002,0.05476225778157029
ai_scaffolding,spo_002,tp_001,0.025866021679846973
ai_scaffolding,spo_002,tp_002,0.022674584372911588
ai_scaffolding,spo_002,wac_001,0.023024100402430858
ai_scaffolding,spo_002,wac_002,0.010133769053302433
ai_scaffolding,roi_001,roi_002,0.012039764711693879
ai_scaffolding,roi_001,tp_001,0.010655353289921177
ai_scaffolding,roi_001,tp_002,0.011975163137679878
ai_scaffolding,roi_001,wac_001,0.011680946283864957
ai_scaffolding,roi_001,wac_002,0.02820404883106542
ai_scaffolding,roi_002,tp_001,0.010266782646043637
ai_scaffolding,roi_002,tp_002,0.014764553928289126
ai_scaffolding,roi_002,wac_001,0.03166022517843081
ai_scaffolding,roi_002,wac_002,0.04411287943363129
ai_scaffolding,tp_001,tp_002,0.002972041924069746
ai_scaffolding,tp_001,wac_001,0.014402163485821129
ai_scaffolding,tp_001,wac_002,0.0189979248402391
ai_scaffolding,tp_002,wac_001,0.01177757655982048
ai_scaffolding,tp_002,wac_002,0.01744162992795817
ai_scaffolding,wac_001,wac_002,0.006814158590102926
ai_substitution,be_001,be_002,0.004923756403604096
ai_substitution,be_001,cac_001,0.015005411714112626
ai_substitution,be_001,cac_002,0.025259623672257647
ai_substitution,be_001,cm_001,0.006106885915901472
ai_substitution,be_001,cm_002,0.007753556760809244
ai_substitution,be_001,ltv_001,0.009922365095836883
ai_substitution,be_001,ltv_002,0.006724547664640812
ai_substitution,be_001,mos_001,0.0212282391068368
ai_substitution,be_001,mos_002,0.029680490140762683
ai_substitution,be_001,mkp_001,0.008286183884733123
ai_substitution,be_001,mkp_002,0.009605617710826464
ai_substitution,be_001,mix_001,0.008612436677979507
ai_substitution,be_001,mix_002,0.018146762177770004
ai_substitution,be_001,npv_001,0.013527601555520463
ai_substitution,be_001,npv_002,0.01140837778405357
ai_substitution,be_001,dol_001,0.009125026251747381
ai_substitution,be_001,dol_002,0.007871485428942004
ai_substitution,be_001,pbp_001,0.014770739857971282
ai_substitution,be_001,pbp_002,0.01609967488070585
ai_substitution,be_001,pel_001,0.01086964567872628
ai_substitution,be_001,pel_002,0.01656979177997875
ai_substitution,be_001,spo_001,0.014498517658929067
ai_substitution,be_001,spo_002,0.0550769208691162
ai_substitution,be_001,roi_001,0.01480144037902309
ai_substitution,be_001,roi_002,0.013886596594827938
ai_substitution,be_001,tp_001,0.018983305398556194
ai_substitution,be_001,tp_002,0.01172895157234255
ai_substitution,be_001,wac_001,0.0202510358088549
ai_substitution,be_001,wac_002,0.028027035479346818
ai_substitution,be_002,cac_001,0.01494388504109223
ai_substitution,be_002,cac_002,0.02424787236637349
ai_substitution,be_002,cm_001,0.009093928053216294
ai_substitution,be_002,cm_002,0.004356410537164068
ai_substitution,be_002,ltv_001,0.007497053946829091
ai_substitution,be_002,ltv_002,0.005162127695448104
ai_substitution,be_002,mos_001,0.019818658162054748
ai_substitution,be_002,mos_002,0.025091204466198946
ai_substitution,be_002,mkp_001,0.01753652363712266
ai_substitution,be_002,mkp_002,0.016920716849144313
ai_substitution,be_002,mix_001,0.02037797403118491
ai_substitution,be_002,mix_002,0.02710346583687484
ai_substitution,be_002,npv_001,0.020877681442942997
ai_substitution,be_002,npv_002,0.015173581658290969
ai_substitution,be_002,dol_001,0.010100355190146515
ai_substitution,be_002,dol_002,0.0029996581346565243
ai_substitution,be_002,pbp_001,0.01827809331021546
ai_substitution,be_002,pbp_002,0.017851680337420905
ai_substitution,be_002,pel_001,0.015565312768094475
ai_substitution,be_002,pel_002,0.013288868864525627
ai_substitution,be_002,spo_001,0.013247033750822479
ai_substitution,be_002,spo_002,0.044466386714984596
ai_substitution,be_002,roi_001,0.015617448222308705
ai_substitution,be_002,roi_002,0.013858810009546696
ai_substitution,be_002,tp_001,0.02092115848998033
ai_substitution,be_002,tp_002,0.008687938964690667
ai_substitution,be_002,wac_001,0.019542959782346436
ai_substitution,be_002,wac_002,0.026095396975127194
ai_substitution,cac_001,cac_002,0.011402851647248302
ai_substitution,cac_001,cm_001,0.019861730872820837
ai_substitution,cac_001,cm_002,0.014594432638914023
ai_substitution,cac_001,ltv_001,0.009316131686197493
ai_substitution,cac_001,ltv_002,0.011466317172885376
ai_substitution,cac_001,mos_001,0.008264620492525299
ai_substitution,cac_001,mos_002,0.013736611507027874
ai_substitution,cac_001,mkp_001,0.036249983884055426
ai_substitution,cac_001,mkp_002,0.036398840057845994
ai_substitution,cac_001,mix_001,0.0349373458764316
ai_substitution,cac_001,mix_002,0.04708396416254812
ai_substitution,cac_001,npv_001,0.013471644711916753
ai_substitution,cac_001,npv_002,0.0033707689190421997
ai_substitution,cac_001,dol_001,0.02219429371595305
ai_substitution,cac_001,dol_002,0.010698613007393054
ai_substitution,cac_001,pbp_001,0.005148311406817263
ai_substitution,cac_001,pbp_002,0.002995879130144652
ai_substitution,cac_001,pel_001,0.028582194842613484
ai_substitution,cac_001,pel_002,0.021853603835679247
ai_substitution,cac_001,spo_001,0.015798129005931916
ai_substitution,cac_001,spo_002,0.03561999604396837
ai_substitution,cac_001,roi_001,0.010801034961675726
ai_substitution,cac_001,roi_002,0.009084399434602042
ai_substitution,cac_001,tp_001,0.011531793229129672
ai_substitution,cac_001,tp_002,0.010840879324408248
ai_substitution,cac_001,wac_001,0.023964443055772278
ai_substitution,cac_001,wac_002,0.021485566445169413
ai_substitution,cac_002,cm_001,0.02487068196014075
ai_substitution,cac_002,cm_002,0.03060382279454754
ai_substitution,cac_002,ltv_001,0.018407798404107112
ai_substitution,cac_002,ltv_002,0.014857718572872547
ai_substitution,cac_002,mos_001,0.026337427644365308
ai_substitution,cac_002,mos_002,0.041163876742392635
ai_substitution,cac_002,mkp_001,0.04213303616505981
ai_substitution,cac_002,mkp_002,0.04190116593071258
ai_substitution,cac_002,mix_001,0.043601870467699366
ai_substitution,cac_002,mix_002,0.04614981335348667
ai_substitution,cac_002,npv_001,0.016307313218662856
ai_substitution,cac_002,npv_002,0.01317471287866967
ai_substitution,cac_002,dol_001,0.028497597110561323
ai_substitution,cac_002,dol_002,0.021409616360261285
ai_substitution,cac_002,pbp_001,0.007834926763991557
ai_substitution,cac_002,pbp_002,0.009332945675395221
ai_substitution,cac_002,pel_001,0.037348813990599194
ai_substitution,cac_002,pel_002,0.03631204485764783
ai_substitution,cac_002,spo_001,0.04419519615214007
ai_substitution,cac_002,spo_002,0.07926247497678962
ai_substitution,cac_002,roi_001,0.024302065688864505
ai_substitution,cac_002,roi_002,0.017660810195759602
ai_substitution,cac_002,tp_001,0.037855440007046104
ai_substitution,cac_002,tp_002,0.02864986175927664
ai_substitution,cac_002,wac_001,0.0523216763773775
ai_substitution,cac_002,wac_002,0.056647871601402056
ai_substitution,cm_001,cm_002,0.006822755444951478
ai_substitution,cm_001,ltv_001,0.013269894627874201
ai_substitution,cm_001,ltv_002,0.009983248227123931
ai_substitution,cm_001,mos_001,0.02149303261319946
ai_substitution,cm_001,mos_002,0.032819915248322507
ai_substitution,cm_001,mkp_001,0.006306858145567973
ai_substitution,cm_001,mkp_002,0.0052819456066844905
ai_substitution,cm_001,mix_001,0.008196687567684435
ai_substitution,cm_001,mix_002,0.011314556334382053
ai_substitution,cm_001,npv_001,0.014835133024602931
ai_substitution,cm_001,npv_002,0.011882677558932686
ai_substitution,cm_001,dol_001,0.0016186173745110777
ai_substitution,cm_001,dol_002,0.007521735303080868
ai_substitution,cm_001,pbp_001,0.019727128970887575
ai_substitution,cm_001,pbp_002,0.018851155708216494
ai_substitution,cm_001,pel_001,0.003925857683070855
ai_substitution,cm_001,pel_002,0.008983900584440319
ai_substitution,cm_001,spo_001,0.027532976714674695
ai_substitution,cm_001,spo_002,0.06896624182631883
ai_substitution,cm_001,roi_001,0.01197600841571922
ai_substitution,cm_001,roi_002,0.007696639162797503
ai_substitution,cm_001,tp_001,0.02070267716650187
ai_substitution,cm_001,tp_002,0.010744754711774052
ai_substitution,cm_001,wac_001,0.030203027895460588
ai_substitution,cm_001,wac_002,0.03886555864744967
ai_substitution,cm_002,ltv_001,0.007983599958721999
ai_substitution,cm_002,ltv_002,0.009471975944740474
ai_substitution,cm_002,mos_001,0.012194550129442039
ai_substitution,cm_002,mos_002,0.015870142483173755
ai_substitution,cm_002,mkp_001,0.01698917307795056
ai_substitution,cm_002,mkp_002,0.014548705869239509
ai_substitution,cm_002,mix_001,0.019714224950891035
ai_substitution,cm_002,mix_002,0.028208151408048554
ai_substitution,cm_002,npv_001,0.020746623826941146
ai_substitution,cm_002,npv_002,0.011934779234467507
ai_substitution,cm_002,dol_001,0.006728987086694893
ai_substitution,cm_002,dol_002,0.003008855835792912
ai_substitution,cm_002,pbp_001,0.021257098492560522
ai_substitution,cm_002,pbp_002,0.018150188641812726
ai_substitution,cm_002,pel_001,0.010124820896823206
ai_substitution,cm_002,pel_002,0.00527036010846571
ai_substitution,cm_002,spo_001,0.012502942789560323
ai_substitution,cm_002,spo_002,0.03809392924761679
ai_substitution,cm_002,roi_001,0.008076645588577347
ai_substitution,cm_002,roi_002,0.008089757094385086
ai_substitution,cm_002,tp_001,0.010924075687748336
ai_substitution,cm_002,tp_002,0.003212454990850655
ai_substitution,cm_002,wac_001,0.016916423038719097
ai_substitution,cm_002,wac_002,0.01988393054861881
ai_substitution,ltv_001,ltv_002,0.0023429903822171916
ai_substitution,ltv_001,mos_001,0.013131662886303186
ai_substitution,ltv_001,mos_002,0.021543542734064336
ai_substitution,ltv_001,mkp_001,0.021781480758237937
ai_substitution,ltv_001,mkp_002,0.019768583136528628
ai_substitution,ltv_001,mix_001,0.023780547846755207
ai_substitution,ltv_001,mix_002,0.03360472407075055
ai_substitution,ltv_001,npv_001,0.009596174996743256
ai_substitution,ltv_001,npv_002,0.0074751770615583135
ai_substitution,ltv_001,dol_001,0.014057140515523647
ai_substitution,ltv_001,dol_002,0.008307846002184482
ai_substitution,ltv_001,pbp_001,0.015560901854200226
ai_substitution,ltv_001,pbp_002,0.015056313988460746
ai_substitution,ltv_001,pel_001,0.016911031817193223
ai_substitution,ltv_001,pel_002,0.011450117461745402
ai_substitution,ltv_001,spo_001,0.014991230702778857
ai_substitution,ltv_001,spo_002,0.044155690750052656
ai_substitution,ltv_001,roi_001,0.006544908461399879
ai_substitution,ltv_001,roi_002,0.010002473942440693
ai_substitution,ltv_001,tp_001,0.018185525938124947
ai_substitution,ltv_001,tp_002,0.011894437465923113
ai_substitution,ltv_001,wac_001,0.011781168271752018
ai_substitution,ltv_001,wac_002,0.01777611411112967
ai_substitution,ltv_002,mos_001,0.020622992826076936
ai_substitution,ltv_002,mos_002,0.03107681780314242
ai_substitution,ltv_002,mkp_001,0.01664912235505056
ai_substitution,ltv_002,mkp_002,0.015937446052984194
ai_substitution,ltv_002,mix_001,0.01873928250344803
ai_substitution,ltv_002,mix_002,0.024051618431011335
ai_substitution,ltv_002,npv_001,0.010292289627415685
ai_substitution,ltv_002,npv_002,0.00970357103265096
ai_substitution,ltv_002,dol_001,0.011083082057911864
ai_substitution,ltv_002,dol_002,0.007047844129524639
ai_substitution,ltv_002,pbp_001,0.014775595932396857
ai_substitution,ltv_002,pbp_002,0.01569973026024829
ai_substitution,ltv_002,pel_001,0.014247088653705942
ai_substitution,ltv_002,pel_002,0.01384436501282349
