scenario,a,e,o,f,median_G,mean,n,lo90,hi90,lo95,hi95,share_beneficial_eps0.01,class_eps0.01,share_beneficial_eps0.02,class_eps0.02,share_beneficial_eps0.05,class_eps0.05
grid_o0.00_a0.25_e0.83,0.25,0.833,0.0,0.0,-0.0008816161054286632,-0.00031903726236132184,100,-0.0019382600166040912,0.002802993832614954,-0.0020254851230818373,0.004088653135347166,0.01,neutral,0.0,neutral,0.0,neutral
grid_o0.00_a0.25_e1.00,0.25,1.0,0.0,0.0,-0.00038645483079310385,0.00048622953397822104,100,-0.0015309567545385133,0.00458843829704251,-0.0017590410618156644,0.005903208854419145,0.01,neutral,0.0,neutral,0.0,neutral
grid_o0.00_a0.40_e0.00,0.4,0.0,0.0,0.0,0.001702144667961656,0.0017438949015781016,100,0.0006778855238562135,0.0029576221091213097,0.000587354988582017,0.003163635868182426,0.0,neutral,0.0,neutral,0.0,neutral
grid_o0.00_a0.40_e0.17,0.4,0.167,0.0,0.0,0.0020494078212700286,0.0022170766473236887,100,0.0007872437078411566,0.004101303676400276,0.0006343313027715927,0.004482496899817816,0.0,neutral,0.0,neutral,0.0,neutral
grid_o0.00_a0.40_e0.33,0.4,0.333,0.0,0.0,0.002354648583709049,0.0027833255293149358,100,0.0008605261896523911,0.005578535027448718,0.0006699350887130322,0.006220423008104066,0.0,neutral,0.0,neutral,0.0,neutral
grid_o0.00_a0.40_e0.50,0.4,0.5,0.0,0.0,0.002776645138379953,0.003450310200892693,100,0.0009315670373866923,0.007231714373660352,0.0007501256081931836,0.007985003987448887,0.01,neutral,0.0,neutral,0.0,neutral
grid_o0.00_a0.40_e0.67,0.4,0.667,0.0,0.0,0.0033917323141278762,0.004182603919675746,100,0.0010252259306228124,0.008984429491553285,0.0008093440210574202,0.009898740465878018,0.03,neutral,0.0,neutral,0.0,neutral
grid_o0.00_a0.40_e0.83,0.4,0.833,0.0,0.0,0.003922016007164641,0.004950796895177163,100,0.0010950266189935778,0.010793911888751397,0.0008962591622961351,0.011795490959454704,0.09,neutral,0.01,neutral,0.0,neutral
grid_o0.00_a0.40_e1.00,0.4,1.0,0.0,0.0,0.00456495593157585,0.005716801392300141,100,0.001166158644449829,0.012547061683691584,0.000985184225132811,0.01373833745299275,0.14,neutral,0.01,neutral,0.0,neutral
grid_o0.00_a0.55_e0.00,0.55,0.0,0.0,0.0,0.006116751050623892,0.006611209193688299,100,0.0027108086012971495,0.01090674734265433,0.0021840168319937816,0.012133947499269831,0.11,neutral,0.0,neutral,0.0,neutral
grid_o0.00_a0.55_e0.17,0.55,0.167,0.0,0.0,0.006557183081623228,0.007062027664485793,100,0.002740106535542071,0.012068453572443889,0.0022289801542549345,0.01367676862833268,0.18,neutral,0.0,neutral,0.0,neutral
grid_o0.00_a0.55_e0.33,0.55,0.333,0.0,0.0,0.007099129431825817,0.007606505090786682,100,0.002803692143235046,0.013657170399568774,0.002295155466132379,0.014983985090604965,0.23,neutral,0.0,neutral,0.0,neutral
