level,key,metric,contrast,estimate,se,ci_low,ci_high,n_units,p,q_fdr,ci_excludes_0,wpm
network,DorsAttn,time_to_peak,U-T,6.666666666666666,11.400259332370979,-15.20583333333334,28.967499999999998,30,0.5586942964109036,0.7775655951970972,False,180
network,DorsAttn,time_to_peak,S-U,-27.400000000000006,11.818816974702136,-49.5025,-3.565833333333345,30,0.020431016206558062,0.04767237114863548,True,180
network,Limbic,auc,S-T,0.3571434437665802,0.16342945387816263,0.03089605799709843,0.674303244647377,30,0.028866382961290765,0.04041293614580707,True,180
network,Limbic,auc,U-T,0.656076699574246,0.14036028604664202,0.38872118874809436,0.929948845611395,30,2.950540186080526e-06,1.0326890651281841e-05,True,180
network,Limbic,auc,S-U,-0.2989332558076658,0.11314326101416469,-0.524604281372571,-0.07754518474414486,30,0.008239921686260029,0.009613241967303366,True,180
network,Limbic,mean,S-T,0.0017705727774090802,0.0008598916183949298,3.45269203081569e-05,0.003401959378583387,30,0.03948800745016443,0.0552832104302302,True,180
network,Limbic,mean,U-T,0.0030893290091805604,0.0007141844716200887,0.00170623606426874,0.004469566960636873,30,1.5206636179341255e-05,5.3223226627694396e-05,True,180
network,Limbic,mean,S-U,-0.0013187562317714802,0.0006153912024396088,-0.0025658348950485144,-0.00013891454458763602,30,0.032116636567706545,0.03746940932899097,True,180
network,Limbic,peak,S-T,0.001505720158877581,0.0030036343210459197,-0.004293026838146645,0.0070994639599149464,30,0.6161604097088598,0.7188538113270031,False,180
network,Limbic,peak,U-T,0.006277700351723303,0.0028418380144313825,0.0005057505994360396,0.011430228006008911,30,0.027172678573518,0.190208750014626,True,180
network,Limbic,peak,S-U,-0.004771980192845722,0.00277440157829808,-0.010079366560121475,0.0007526690660438376,30,0.08543182059109804,0.11960454882753727,False,180
network,Limbic,sustained,S-T,0.05055905256860059,0.012720962091464722,0.026512227367300946,0.07567274041361863,30,7.053684230874053e-05,0.00012343947404029593,True,180
network,Limbic,sustained,U-T,-0.02190552815342998,0.011457381337581382,-0.04415514355347458,0.00022599782331830226,30,0.05588722152679933,0.32756640306824325,False,180
network,Limbic,sustained,S-U,0.07246458072203057,0.007145578707136308,0.058373159701048394,0.08611717083222255,30,3.627016117936579e-24,2.538911282555605e-23,True,180
network,Limbic,time_to_peak,S-T,-0.6999999999999996,9.974651464383006,-21.268333333333338,19.3025,30,0.9440520716153712,0.9440520716153712,False,180
network,Limbic,time_to_peak,U-T,5.233333333333336,14.838714345825126,-24.94333333333333,33.03416666666667,30,0.7243275686837718,0.7775655951970972,False,180
network,Limbic,time_to_peak,S-U,-5.933333333333335,14.309728712579988,-33.401666666666664,22.80083333333333,30,0.6784081517677171,0.6784081517677171,False,180
network,SalVentAttn,auc,S-T,-2.1906726962282996,0.30471243841712836,-2.7961233108074146,-1.6224853497883678,30,6.511876273594576e-13,2.2791566957581018e-12,True,180
