level,key,metric,contrast,estimate,se,ci_low,ci_high,n_units,p,q_fdr
parcel,110,auc,S-U,-2.7573281631197757,0.2954313329237455,-3.3380952545443265,-2.197106585258728,30,1.0269403930919839e-20,1.0269403930919839e-19
parcel,111,auc,S-T,-2.056601393219838,0.3743566689735368,-2.804141919224321,-1.3299328800391415,30,3.936098472329342e-08,1.1436605730739007e-07
parcel,111,auc,U-T,0.37324074544368246,0.28577191880051117,-0.21173252264665723,0.9274309866387689,30,0.19152564180694243,0.24819737599171804
parcel,111,auc,S-U,-2.4298421386635205,0.2681297246442366,-2.955006387808001,-1.9143496354565095,30,1.2785886268358757e-19,1.1199316439438328e-18
parcel,112,auc,S-T,-1.621643745868169,0.40512561425006793,-2.4209518329266215,-0.8363425342820044,30,6.25926846133087e-05,0.00013582499373593208
parcel,112,auc,U-T,0.5029917360295001,0.3373034386932659,-0.16798950263902954,1.1589208186180182,30,0.13590522114470371,0.18221929092027314
parcel,112,auc,S-U,-2.124635481897669,0.2827046805475369,-2.6604691626436296,-1.5848783590970241,30,5.6742214270262924e-14,2.9098571420647654e-13
parcel,113,auc,S-T,-3.0757669842146225,0.40963293946141593,-3.899317470812011,-2.2780353069377193,30,5.976626314004254e-14,3.038962532544536e-13
parcel,113,auc,U-T,-0.020926012597649788,0.3203435380409531,-0.6649868635698215,0.5808469117772962,30,0.9479163040324587,0.9607259838166811
parcel,113,auc,S-U,-3.0548409716169727,0.30316944834292414,-3.645168846868948,-2.4863537741353436,30,7.028999185935908e-24,1.1246398697497453e-22
parcel,114,auc,S-T,-0.1315266008986231,0.06982236193849078,-0.26192061726229127,0.013887958173307282,30,0.05960126782198805,0.08575721988775259
parcel,114,auc,U-T,0.15329643629524564,0.07616776052393265,0.013856166071005626,0.30855774148611365,30,0.0441550662236776,0.06485444243379819
parcel,114,auc,S-U,-0.28482303719386876,0.062228465863525796,-0.4071558730554943,-0.16111230647378788,30,4.715701763853425e-06,1.1295094045157903e-05
parcel,115,auc,S-T,-1.4154183733390606,0.19511075987500967,-1.7944452207974446,-1.0243202651460874,30,4.0334117605089545e-13,1.868762205641214e-12
parcel,115,auc,U-T,-0.1465368594055795,0.19874998789291282,-0.5214678918744944,0.24442072985281,30,0.4609445412364278,0.537022766489042
parcel,115,auc,S-U,-1.268881513933481,0.1888548952427938,-1.6471524063324328,-0.9009838261541024,30,1.8320559642828444e-11,7.023856732074802e-11
parcel,116,auc,S-T,-0.11204847134505364,0.09222604640972829,-0.2898350236582648,0.07200063452063482,30,0.22439162932519585,0.28524359659982523
parcel,116,auc,U-T,-0.009177541118661559,0.0994772561039388,-0.1967820009479045,0.1918869602022856,30,0.926493309325696,0.9429957346826421
parcel,116,auc,S-U,-0.10287093022639207,0.08309480161909782,-0.2579375400661037,0.0739956488821763,30,0.21571799825679505,0.27567795304382753
parcel,117,auc,S-T,0.028791750056611037,0.05567640962368035,-0.0778933433805806,0.14088482680323455,30,0.6050678155414626,0.6704352526775209
parcel,117,auc,U-T,0.321598803635774,0.06713707029918764,0.19377575359104715,0.4560443598622597,30,1.6662988329740502e-06,4.209597051723916e-06
parcel,117,auc,S-U,-0.2928070535791629,0.05067342266514154,-0.39134374734526084,-0.19562729414013577,30,7.545195718617597e-09,2.333565686170391e-08
parcel,118,auc,S-T,0.3593695365403875,0.2241712171622375,-0.06525284742997274,0.8163274853375279,30,0.10891192978527613,0.1493649322769501
parcel,118,auc,U-T,0.5353670788382418,0.21695978320328826,0.1427905426920945,1.0074516889895833,30,0.013602726972803961,0.021557046973586666
parcel,118,auc,S-U,-0.17599754229785425,0.15602240933292347,-0.4769007101288205,0.1312050346909757,30,0.2593083759202146,0.32549168525549954
parcel,119,auc,S-T,0.20818108844691552,0.19970375276258492,-0.18836685632538464,0.605372632444157,30,0.2972033010244879,0.3691966472353887
parcel,119,auc,U-T,-0.1488322070193109,0.1998485971318777,-0.5187840627376141,0.24626090990398194,30,0.4564381021327044,0.5328071231121063
parcel,119,auc,S-U,0.3570132954662264,0.1771977263217549,0.000578746396811148,0.7037606692621088,30,0.043928379664102186,0.06460055832956205
parcel,12,auc,S-T,-0.7302456803918238,0.3518081503322257,-1.4316423465482555,-0.033554402704625924,30,0.03792236287554094,0.05627865490236083
parcel,12,auc,U-T,0.09024433106792627,0.36103967141496107,-0.6133221792258055,0.8101850721890452,30,0.8026207352457486,0.8448639318376302
parcel,12,auc,S-U,-0.8204900114597501,0.23670214779080753,-1.293301156591142,-0.36265336922742275,30,0.0005275965687136761,0.0010395991501747311
parcel,120,auc,S-T,-0.8376265307943964,0.16608169260643674,-1.1649484865283266,-0.5211826340232479,30,4.571861099230776e-07,1.2191629597948736e-06
parcel,120,auc,U-T,-0.211672878542784,0.14965467539763094,-0.4902476770681577,0.08218670968877398,30,0.15724192993190064,0.20780871797167486
parcel,120,auc,S-U,-0.6259536522516125,0.12275664786300063,-0.8787257287755581,-0.3980625951847301,30,3.4119544766652e-07,9.159609333329397e-07
parcel,121,auc,S-T,0.01772941619399366,0.15596190714241473,-0.29167934357736597,0.31371047649114403,30,0.9094931621204148,0.9312216677000834
parcel,121,auc,U-T,0.3423394950497302,0.1446836207844797,0.07401099879889406,0.6254581042651574,30,0.017975386661143417,0.02801358960178195
parcel,121,auc,S-U,-0.32461007885573656,0.12837726784705109,-0.5811315113921444,-0.08817813520300646,30,0.01145303534071175,0.018431510697868105
parcel,122,auc,S-T,0.036540037296305075,0.1117339337927484,-0.17899212801423559,0.27020142376167955,30,0.7436473006140416,0.7939295024349199
parcel,122,auc,U-T,0.03152929239025803,0.11640090187161499,-0.18828074449886,0.27154418016920545,30,0.7864924722979671,0.8329401971010281
parcel,122,auc,S-U,0.005010744906047047,0.10716756095726401,-0.20819524322173785,0.22327547022593372,30,0.9627075605315967,0.9732511142695165
parcel,123,auc,S-T,-0.05850298665762284,0.17085286237480615,-0.39805227545551874,0.26554412150260576,30,0.7320368233332406,0.7843251678570435
parcel,123,auc,U-T,0.40535309612703874,0.1525363923833325,0.11025105086442559,0.7129764114268666,30,0.007874152715811874,0.012961568256480451
parcel,123,auc,S-U,-0.46385608278466156,0.105989900278276,-0.6806849037176583,-0.26218403320399974,30,1.2064567722524468e-05,2.7894954271732876e-05
parcel,124,auc,S-T,2.401941770347218,0.31104802143682647,1.7823822340489133,3.0146434023724784,30,1.1443478493391092e-14,6.387057763753167e-14
parcel,124,auc,U-T,0.15185121235753138,0.3419650956390023,-0.4974771713442612,0.8577915720679894,30,0.6570030275089893,0.7165812457883323
parcel,124,auc,S-U,2.2500905579896866,0.3008384765763214,1.6335962642185557,2.8520657145666775,30,7.46641036146707e-14,3.748825286092253e-13
parcel,125,auc,S-T,0.8154920832312209,0.24684267973363924,0.31625493477203354,1.301367769319649,30,0.0009542074559801102,0.0018003914263775664
parcel,125,auc,U-T,0.31427731859358665,0.23962232177106477,-0.13243467327445602,0.7922009410245406,30,0.18967107946524042,0.24712844229998754
parcel,125,auc,S-U,0.5012147646376343,0.1701232605334499,0.16863750616681367,0.8326845177840518,30,0.0032171890107170887,0.005635951551621177
parcel,126,auc,S-T,0.8617974630386991,0.127911657486597,0.6172947318795317,1.1195892301869654,30,1.6119847625024903e-11,6.239941016138672e-11
parcel,126,auc,U-T,0.8973204679738298,0.11545397815135557,0.6616900715245403,1.1210156113081133,30,7.71922747847278e-15,4.3488605512522714e-14
parcel,126,auc,S-U,-0.03552300493513072,0.10431021312901066,-0.23693760507181957,0.1763802882444428,30,0.7334412074984729,0.7851288572686596
parcel,127,auc,S-T,-5.493019912164079,0.5266911944319813,-6.484938566918909,-4.3976976343799,30,1.8222781028092961e-25,3.904881648877063e-24
parcel,127,auc,U-T,-0.09251469048349319,0.47170375427316863,-1.0047582704212132,0.8888520842184156,30,0.8445093561831526,0.8774735007787715
parcel,127,auc,S-U,-5.400505221680586,0.44405748945821455,-6.289590740709775,-4.550819398519366,30,4.969782620275655e-34,5.963739144330786e-32
parcel,128,auc,S-T,-5.635404518593687,0.6979389423453994,-7.055921194346422,-4.275312846387224,30,6.783606410159361e-16,4.238355963552486e-15
parcel,128,auc,U-T,-1.0324956354974653,0.6158213996930846,-2.190088506873595,0.2103664662845661,30,0.0936177155646645,0.1298742874885519
parcel,128,auc,S-U,-4.602908883096222,0.5545671889212519,-5.741731426046854,-3.5647468939113764,30,1.0410947489173397e-16,6.979406137993339e-16
parcel,129,auc,S-T,-2.327635501552788,0.6499809921313017,-3.5607412484824685,-0.9943258328007912,30,0.0003421736885368714,0.0006900981953684801
parcel,129,auc,U-T,-0.4181866377327848,0.6630466084050873,-1.6565700855832841,1.0142750510978127,30,0.5282336002392827,0.5996975594012669
parcel,129,auc,S-U,-1.9094488638200033,0.4748039138484555,-2.84130930218295,-0.9218395512413124,30,5.781581969413844e-05,0.0001259146708402289
parcel,13,auc,S-T,0.3996871575494519,0.24583245030474138,-0.06755197357341418,0.8764474637451587,30,0.10398116354898872,0.1427658996095955
parcel,13,auc,U-T,1.6496658734832492,0.25165396945409296,1.1569203934630794,2.1273324372000393,30,5.5532186171906565e-11,2.0631152757364667e-10
parcel,13,auc,S-U,-1.2499787159337974,0.23264164240388222,-1.703468836147973,-0.777878627114732,30,7.74462467009071e-08,2.2074939677218173e-07
parcel,130,auc,S-T,-3.4993824586280855,0.49853047982584137,-4.445710300874381,-2.4485353898408726,30,2.228306754024843e-12,9.316962037734536e-12
parcel,130,auc,U-T,-0.4837818504539129,0.4804862875429597,-1.3989288738367847,0.5134034268604403,30,0.3140026296622127,0.3856736495339358
parcel,130,auc,S-U,-3.0156006081741724,0.3510228375391191,-3.7225146258243385,-2.331498670881564,30,8.62938933946529e-18,6.275919519611121e-17
parcel,131,auc,S-T,-4.822186093812343,0.574790424176958,-5.923337128479023,-3.643601832951945,30,4.883453662200366e-17,3.3108160421697396e-16
parcel,131,auc,U-T,-1.0155759229812165,0.5416479034439713,-2.0649898810924205,0.09159900509224643,30,0.060796253039038274,0.08726734885986355
parcel,131,auc,S-U,-3.8066101708311266,0.47147934699091,-4.766911005616717,-2.909534160374548,30,6.81668917471358e-16,4.238355963552486e-15
parcel,132,auc,S-T,-5.517161976493001,0.5449465689347911,-6.57374209375068,-4.4029556699003685,30,4.3138009172281295e-24,7.290931127709515e-23
parcel,132,auc,U-T,-1.176748650162467,0.5268710836469812,-2.216658828163336,-0.11512172548184602,30,0.025518230227262316,0.03890962677600353
parcel,132,auc,S-U,-4.340413326330534,0.4959801951926785,-5.338906465163372,-3.369752315332921,30,2.111281556531265e-18,1.689025245225012e-17
parcel,133,auc,S-T,-2.921969947146701,0.4277793298365428,-3.7123558016063343,-2.033869072200798,30,8.45871452540411e-12,3.383485810161644e-11
parcel,133,auc,U-T,-0.6478317847581715,0.47796202002539967,-1.5535529215317798,0.3042535008909534,30,0.17528877534408782,0.22938552934886083
parcel,133,auc,S-U,-2.2741381623885295,0.31824309411254087,-2.8898139593574768,-1.6221100022740422,30,8.939824090080541e-13,3.988025616392807e-12
parcel,134,auc,S-T,-2.2074552199580677,0.3033125451310932,-2.7580626375496102,-1.5769645991075936,30,3.392483452748718e-13,1.5778992803482408e-12
parcel,134,auc,U-T,-0.32990430103041063,0.2735910988553796,-0.8436194145620861,0.2268303928457263,30,0.22788312126794574,0.2887642508147148
parcel,134,auc,S-U,-1.8775509189276571,0.26067266233558106,-2.415024107170619,-1.3720979588930926,30,5.902522537027092e-13,2.6829647895577693e-12
parcel,135,auc,S-T,-2.7091031508733856,0.4224913141216195,-3.499091989493738,-1.854134731864022,30,1.434248099146263e-10,5.10711489310242e-10
parcel,135,auc,U-T,-1.1114642955563927,0.47890309648607404,-2.0270882591180577,-0.1314045764388938,30,0.020294710442140557,0.03142406778137893
parcel,135,auc,S-U,-1.597638855316993,0.3098315422513191,-2.190302931408407,-0.9707483648178675,30,2.516409636254901e-07,6.878568481790161e-07
parcel,136,auc,S-T,-3.835129124219001,0.45629087503959054,-4.776740550608287,-2.963462180558444,30,4.2782708574216745e-17,2.933671445089148e-16
parcel,136,auc,U-T,-1.035175964617933,0.4598833354811224,-1.9374397171656108,-0.14982248635488477,30,0.024388488052219805,0.037281765175367854
parcel,136,auc,S-U,-2.799953159601068,0.33270520984041335,-3.4585393484500098,-2.1474709483251924,30,3.9049630769479406e-17,2.7086449088656237e-16
parcel,137,auc,S-T,-3.3419774249448557,0.4250102050285009,-4.144849256206528,-2.458571152089046,30,3.741809169181456e-15,2.1796946616591004e-14
parcel,137,auc,U-T,-0.5227863430881273,0.3449808986320186,-1.182856474737814,0.20399197203484384,30,0.12966945790811585,0.17463900054965098
parcel,137,auc,S-U,-2.8191910818567285,0.32951934092327984,-3.502791954308471,-2.190130148949036,30,1.1739487157525044e-17,8.435559634149732e-17
parcel,138,auc,S-T,-0.9586198636585016,0.35605060254377846,-1.6030302789402464,-0.2232418018150637,30,0.007094624634762634,0.011791619891572245
parcel,138,auc,U-T,0.4602783646853634,0.3194854568424639,-0.11755722036140454,1.1308047011041862,30,0.14967328815632017,0.1989013796097278
parcel,138,auc,S-U,-1.418898228343865,0.29226701543580946,-1.986165939324207,-0.8486379300936998,30,1.2050763594719399e-06,3.07025824069284e-06
parcel,139,auc,S-T,-4.719452636518078,0.48648459188509124,-5.667974956006179,-3.7472039184293027,30,2.9816350377313105e-22,3.650981678854666e-21
parcel,139,auc,U-T,-1.0958854142156076,0.44643205588675544,-1.9570219852162654,-0.21103318287178152,30,0.014097704046870139,0.02225953270558443
parcel,139,auc,S-U,-3.62356722230247,0.38597327286888844,-4.4065406783430445,-2.878030249369839,30,6.107497858552835e-21,6.264100367746498e-20
parcel,14,auc,S-T,-1.732199725294685,0.3039172831928152,-2.3295003455766885,-1.1730884542226143,30,1.2010560482423742e-08,3.6487778680780984e-08
parcel,14,auc,U-T,0.13793157415615562,0.30125768934124947,-0.46595356270102234,0.7027189254299839,30,0.6470584434643301,0.7084581497784636
parcel,14,auc,S-U,-1.8701312994508406,0.2588470407649708,-2.3892289121835852,-1.3763939222434727,30,5.01651580761775e-13,2.297640827916527e-12
parcel,140,auc,S-T,-1.3871597589311429,0.45107064888242066,-2.2742412085562145,-0.5355949907895928,30,0.0021031875310331535,0.0037669030406563943
parcel,140,auc,U-T,-0.17293993941675317,0.5126384430760142,-1.1789743289229226,0.8478968349443562,30,0.7358510712535299,0.7870064933192833
parcel,140,auc,S-U,-1.2142198195143896,0.2718874585038829,-1.7554395082581666,-0.6653350379345555,30,7.97361112671369e-06,1.8615434537074763e-05
parcel,141,auc,S-T,-3.614533158029614,0.46199249062103753,-4.571750358027859,-2.7477863390435906,30,5.125546497223142e-15,2.942897510367354e-14
parcel,141,auc,U-T,-0.4646552837383979,0.46746232553054773,-1.397115648465129,0.45727882843632467,30,0.3202252293286497,0.3919362485418843
parcel,141,auc,S-U,-3.1498778742912164,0.3324125740265553,-3.7879943145634267,-2.4794289022119984,30,2.6470294190363934e-21,2.836102948967564e-20
parcel,142,auc,S-T,-3.0223123403160557,0.5454949053626605,-4.061578882872823,-1.909057016087084,30,3.0161613192478114e-08,8.871062703670034e-08
parcel,142,auc,U-T,-0.15784441232530652,0.5034770296609711,-1.104603229559548,0.9275397643722327,30,0.753894237206862,0.8034396844122863
parcel,142,auc,S-U,-2.864467927990749,0.4218945921959133,-3.7038547133057893,-2.0633339094138003,30,1.124958562265774e-11,4.4406259036806866e-11
parcel,143,auc,S-T,-0.21513963672459152,0.30969242361999055,-0.8110290575630875,0.3959980525123834,30,0.48725079660213655,0.5600583868990074
parcel,143,auc,U-T,0.46323931652534067,0.3157102481466423,-0.11867318622775488,1.1167619603745254,30,0.1422964710001714,0.1903631719065838
parcel,143,auc,S-U,-0.6783789532499322,0.25539734434719896,-1.1559583341876565,-0.16643507627756052,30,0.007903358780663767,0.01299182265314592
parcel,144,auc,S-T,-2.0510990314629662,0.4217603038120056,-2.864256305314675,-1.2203737385892073,30,1.155108929251795e-06,2.961817767312295e-06
parcel,144,auc,U-T,1.442213587269264,0.3317692299041926,0.7910029490985286,2.073971613708545,30,1.3798805915381667e-05,3.1843398266265385e-05
parcel,144,auc,S-U,-3.4933126187322303,0.3712031753845592,-4.2194764696055325,-2.7894448450211247,30,4.92453454356454e-21,5.1610491126112644e-20
parcel,145,auc,S-T,-1.4660671733077477,0.5076145814269493,-2.4840314332335085,-0.46841885920719056,30,0.003875147348535629,0.006681288531957981
parcel,145,auc,U-T,1.1244591375729072,0.454920066872941,0.23480202516764087,2.0013708939926236,30,0.013444485612103122,0.021340453352544638
parcel,145,auc,S-U,-2.590526310880655,0.4255472731177006,-3.4146909636567764,-1.717160796461298,30,1.1467511657636506e-09,3.790912944673225e-09
parcel,146,auc,S-T,-3.013747103673624,0.4016593058304262,-3.7958878306300936,-2.195507736745605,30,6.225830335653832e-14,3.1523191572930797e-13
parcel,146,auc,U-T,-0.36607729720183213,0.3424792917410527,-1.0349257455536214,0.3320326320151987,30,0.2851131763010857,0.35454488244694593
parcel,146,auc,S-U,-2.6476698064717916,0.2891890240319591,-3.224272194240683,-2.1090037681581304,30,5.41071853520584e-20,4.994509417113083e-19
parcel,147,auc,S-T,-0.5996367821629083,0.2990701175455983,-1.1564605018311387,-0.022374221275142263,30,0.044962619340652446,0.0658792957372197
parcel,147,auc,U-T,1.0122257603062097,0.21560493851413284,0.6108890443469953,1.4539375450285117,30,2.6684532316118214e-06,6.6434520289090985e-06
parcel,147,auc,S-U,-1.611862542469118,0.2297361749770752,-2.069744461601009,-1.1897777588976053,30,2.2807175291100765e-12,9.472263562361397e-12
parcel,148,auc,S-T,-1.3920812981033113,0.5182970737649661,-2.4047655863070534,-0.3606835105703084,30,0.007234008605742832,0.011973531485367447
parcel,148,auc,U-T,-0.4878350776513091,0.55933446529704,-1.5724786960534693,0.6827040747429263,30,0.3831153143243977,0.4579067501885231
parcel,148,auc,S-U,-0.9042462204520021,0.35627254415838977,-1.5794029856570868,-0.14651593780822503,30,0.011146428838207613,0.018026569549661906
parcel,149,auc,S-T,3.156783224662182,0.3451906977730774,2.4611023126691043,3.8369198004624523,30,5.960702394014742e-20,5.41882035819522e-19
parcel,149,auc,U-T,0.3016592352390816,0.37106606055500063,-0.38400998626248467,1.0599032178948642,30,0.41624505494648434,0.49211238023229675
parcel,149,auc,S-U,2.8551239894231006,0.3617018504681194,2.130239689071961,3.569337649106837,30,2.936294509859069e-15,1.7443333721935065e-14
parcel,15,auc,S-T,-0.9586052398390175,0.47785270628379756,-1.9159538972074819,-0.03830702945643781,30,0.04484894498320679,0.06579307332499773
parcel,15,auc,U-T,0.46063888557479976,0.41695094879310624,-0.33532212728942795,1.2751062750622033,30,0.2692551196109886,0.33656889951373575
parcel,15,auc,S-U,-1.4192441254138173,0.3048107990298481,-2.0237773440807114,-0.8245354882441741,30,3.2218071669539075e-06,7.890140000703448e-06
parcel,150,auc,S-T,1.1122679435265734,0.19425050150240464,0.7401978402123466,1.4874862989219833,30,1.0285874610501385e-08,3.148737125663689e-08
parcel,150,auc,U-T,0.12186509240355865,0.21551714034086886,-0.28886249205115194,0.5680467585606336,30,0.5717648041213502,0.6380117902435045
parcel,150,auc,S-U,0.9904028511230147,0.19550470734029085,0.5936672051552804,1.3843625847863619,30,4.0652380299755493e-07,1.0864778699266502e-06
parcel,151,auc,S-T,-1.0180381046137779,0.19433692781754675,-1.370065135465732,-0.6140062277695261,30,1.6186843730867985e-07,4.506777836900599e-07
parcel,151,auc,U-T,-0.5624580740387085,0.22012970609197474,-0.9738096753856139,-0.09368800455383676,30,0.010615083596939951,0.017262587354758795
parcel,151,auc,S-U,-0.45558003057506935,0.16855191007937195,-0.7746393918935761,-0.10966830239130859,30,0.00687361065939557,0.01147195103098009
parcel,152,auc,S-T,3.8472331288674386,0.3644300953473535,3.1131554349448076,4.543728676982443,30,4.7225378329837277e-26,1.1334090799160945e-24
parcel,152,auc,U-T,1.7590543823731515,0.3773634488855331,1.0287694254536264,2.4980184118162025,30,3.1401550215029824e-06,7.705901893258852e-06
parcel,152,auc,S-U,2.088178746494287,0.30833624341334503,1.4361049374384718,2.648152789154215,30,1.2665661720447757e-11,4.983211168700757e-11
parcel,153,auc,S-T,1.0107748288669023,0.3414888579237059,0.3185080208431292,1.674726995401856,30,0.0030773318701972983,0.005414660182165335
parcel,153,auc,U-T,1.0821995063683518,0.38539295719711686,0.33297321645446637,1.8503957426477673,30,0.004984376744751555,0.008448096177545009
parcel,153,auc,S-U,-0.07142467750144954,0.2968228945106947,-0.6881559409988858,0.5093686656899754,30,0.8098414150972643,0.8490471864813263
parcel,154,auc,S-T,2.5088129672362616,0.4854377033973196,1.5745405696124497,3.4448891455959965,30,2.3642748107985673e-07,6.477465235064568e-07
parcel,154,auc,U-T,0.34856013032082295,0.5915723765828,-0.8251294324439389,1.493597801328099,30,0.5557206701809707,0.6255767394157269
parcel,154,auc,S-U,2.1602528369154386,0.4433921537542889,1.2191808775241022,3.0171122215989477,30,1.1041582546893033e-06,2.849440657262718e-06
parcel,155,auc,S-T,1.9720056699625015,0.5402823745361006,0.9053678618339264,2.975746107029444,30,0.0002622875479113719,0.0005352807100232079
parcel,155,auc,U-T,0.4616511680411505,0.6507114785737257,-0.8291750920416084,1.699054077275359,30,0.4780415418587721,0.5512300294838922
parcel,155,auc,S-U,1.5103545019213511,0.45817643579093814,0.5522114811935154,2.351657034248164,30,0.000979159621786562,0.0018387974118057504
parcel,156,auc,S-T,1.1961331736954393,0.4434924310031822,0.2776445387318882,2.0279394227290335,30,0.0069951122534425165,0.011642350491166463
parcel,156,auc,U-T,1.6390896995734503,0.5081370786130817,0.6223934027275012,2.6227005427219936,30,0.001256719786594317,0.002320098067558739
parcel,156,auc,S-U,-0.44295652587801104,0.320107194158797,-1.0859281863495027,0.17686986617295655,30,0.1664271753494122,0.21874327537710256
parcel,157,auc,S-T,0.2703974013470268,0.5417840216559086,-0.8476052201768665,1.2814283927086976,30,0.617718044267278,0.6813066664712625
parcel,157,auc,U-T,1.0784571548854531,0.6516775060884222,-0.2511052876209923,2.3387466066611395,30,0.09794601397760215,0.13502669738198508
parcel,157,auc,S-U,-0.8080597535384264,0.41962432865217625,-1.6459611804009078,0.02412129236601529,30,0.05414506430823926,0.07818781849565236
parcel,158,auc,S-T,1.0108183355651028,0.5211501269770284,-0.035337813256822725,1.9618186910312294,30,0.0524293595872089,0.07589292099475355
parcel,158,auc,U-T,0.6418340492352346,0.6321382911305741,-0.5881978400472373,1.880821861948637,30,0.30994472050566535,0.381843678239226
parcel,158,auc,S-U,0.36898428632986824,0.4295740336413781,-0.4987732405305131,1.1684982228184257,30,0.3903659570479372,0.4661086054303728
parcel,159,auc,S-T,0.31237435858587276,0.5579253363405541,-0.7854865360557478,1.3769548352142098,30,0.5755574752717973,0.6406947776680489
parcel,159,auc,U-T,0.7086469296707391,0.6312744929821958,-0.5661886514423102,1.9362779818718825,30,0.2616220996751375,0.32805278956130096
parcel,159,auc,S-U,-0.3962725710848663,0.3861413041382318,-1.165478306889672,0.326452522072692,30,0.3047797902619559,0.3766588551126128
parcel,16,auc,S-T,0.39202527497895256,0.30012127842007863,-0.19134432324812464,0.9723852061124975,30,0.19147678064248996,0.24819737599171804
parcel,16,auc,U-T,1.7072276668042539,0.3054043322285311,1.1162633805258009,2.3017270842489137,30,2.2699490844976554e-08,6.809847253492967e-08
parcel,16,auc,S-U,-1.3152023918253013,0.2592043473350286,-1.8242937400544839,-0.8138771211208341,30,3.895427409844458e-07,1.043418056208337e-06
parcel,160,auc,S-T,3.786038852267489,0.48211646361405525,2.8351715981024235,4.694911499117382,30,4.063477728370656e-15,2.3556392628235685e-14
parcel,160,auc,U-T,1.7518165069490863,0.5284128079764682,0.7218151974258842,2.791388649021933,30,0.0009156371248425387,0.0017358049760048129
parcel,160,auc,S-U,2.034222345318403,0.41828663287201734,1.189764101927337,2.7850847830062704,30,1.15487971890718e-06,2.961817767312295e-06
parcel,161,auc,S-T,-2.1679834205587873,0.5370816951364857,-3.1923270499593723,-1.1364916543241255,30,5.423165231596007e-05,0.00011875544302764979
parcel,161,auc,U-T,1.523801691662261,0.4740701878807883,0.5778440908917349,2.4595961125801877,30,0.0013076500455103455,0.0024030322428980314
parcel,161,auc,S-U,-3.6917851122210483,0.4404009623693856,-4.53873534254335,-2.810051337877704,30,5.169130737930329e-17,3.484807239054154e-16
parcel,162,auc,S-T,3.8763830939096944,0.5434544626711052,2.8445635010688264,4.950914981267945,30,9.830651233497042e-13,4.353055896751458e-12
parcel,162,auc,U-T,1.5708285144438745,0.5748231292550233,0.5000614040796258,2.73575045226399,30,0.006281441856220519,0.01054228003841206
parcel,162,auc,S-U,2.30555457946582,0.4169715244727003,1.4490999675688783,3.0982506589736585,30,3.215377967197439e-08,9.433871786398355e-08
parcel,163,auc,S-T,1.975436033940019,0.5639978730525966,0.8745885604105262,3.123582675428118,30,0.00046081107789212574,0.0009124971839448035
parcel,163,auc,U-T,0.5687845487213944,0.6363629725661061,-0.6564450231608956,1.869810399139451,30,0.37142611407800374,0.4457113368936045
parcel,163,auc,S-U,1.4066514852186245,0.44484271423599514,0.5195449275267373,2.289219282841019,30,0.001566184270360773,0.0028390047196872018
parcel,164,auc,S-T,0.5581909078742778,0.5751120734037221,-0.5031575231724846,1.7919152922070654,30,0.33175865465527576,0.40253830696292303
parcel,164,auc,U-T,1.4051975343857974,0.5499633162737282,0.4112098214857164,2.5710401994381216,30,0.010616491223176658,0.017262587354758795
parcel,164,auc,S-U,-0.8470066265115196,0.3552446996462494,-1.5294947607973821,-0.148126289748585,30,0.017112079837398438,0.02677248475212272
parcel,165,auc,S-T,-1.176846808751245,0.5536490696144725,-2.1802534870024655,0.017876775557199198,30,0.03353502230754752,0.05030253346132128
parcel,165,auc,U-T,-0.01156432557248421,0.5882167155293184,-1.0977894520367284,1.2319819946441146,30,0.9843146204002068,0.9859578835394391
parcel,165,auc,S-U,-1.1652824831787607,0.3836932458412518,-1.9019769301909686,-0.37753214463527907,30,0.0023893286274953413,0.004266658263384539
parcel,166,auc,S-T,0.6254594322060149,0.347841207687046,-0.08112509802744435,1.3082442263430885,30,0.07215835794641362,0.10223143982962969
parcel,166,auc,U-T,0.033956884963034194,0.3797677037915283,-0.7056446083654773,0.7929992862706853,30,0.9287521955866083,0.9439920788852783
parcel,166,auc,S-U,0.5915025472429807,0.2650216945065085,0.07503507762535408,1.1240037308427597,30,0.02562141643161553,0.03901738542885613
parcel,167,auc,S-T,-3.3650569922167968,0.29310430522872694,-3.919548819263015,-2.7769801564394414,30,1.64846024942339e-30,1.0411327891095095e-28
parcel,167,auc,U-T,-0.7098978181538886,0.2988418651064486,-1.2707217954359002,-0.11971320151175877,30,0.01752535645551177,0.027347760398717974
parcel,167,auc,S-U,-2.6551591740629084,0.2729150818804745,-3.2139482674209887,-2.1122914328589446,30,2.2707040565505823e-22,2.8383800706882275e-21
parcel,168,auc,S-T,1.2596585377677432,0.17942984398838852,0.9141047161396909,1.6194458332391166,30,2.2132874921101348e-12,9.28652094591665e-12
parcel,168,auc,U-T,1.1482479273463735,0.2010616657106919,0.7711301374175905,1.5775474682028012,30,1.123643045759932e-08,3.4222630835327874e-08
parcel,168,auc,S-U,0.11141061042136968,0.14213238747931461,-0.17748249588681456,0.3915426172940359,30,0.4331275594213573,0.5090627534824963
parcel,169,auc,S-T,0.2794175314865095,0.20602216865757766,-0.0851380188419079,0.7065488942020159,30,0.17501969188665467,0.2292834391528227
parcel,169,auc,U-T,0.6124913520307963,0.18449385037835614,0.2649286975055868,0.9717817988907099,30,0.0009006680122173661,0.0017101291371215811
parcel,169,auc,S-U,-0.3330738205442868,0.14223478913772997,-0.6079648656085109,-0.04544086704473559,30,0.019195192507189533,0.029837086798740208
