level,key,metric,contrast,estimate,se,ci_low,ci_high,n_units,p,q_fdr
parcel,106,auc,S-U,-3.0080501175656313,0.3913074425854621,-3.7758461804666856,-2.2728843743294362,30,1.504153400925775e-14,8.167348783307376e-14
parcel,107,auc,S-T,-2.141559655834829,0.3911676935129131,-2.9122594139780866,-1.339887259630437,30,4.380391043026924e-08,1.2696785631962098e-07
parcel,107,auc,U-T,0.3773374945323237,0.2875802823640794,-0.17230794122897242,0.9603984777522327,30,0.18948240036543684,0.24712844229998754
parcel,107,auc,S-U,-2.518897150367153,0.29300353158167114,-3.102803758835883,-1.9785531706754118,30,8.195896164168627e-18,6.033788587118008e-17
parcel,108,auc,S-T,-1.5719518936391415,0.3135607772403447,-2.184070166235039,-0.9500517416026569,30,5.352421047424506e-07,1.4178598801124518e-06
parcel,108,auc,U-T,0.4574345336532022,0.22171156049630078,0.010848886188418748,0.8847422379978948,30,0.0390939548263139,0.057845555846580375
parcel,108,auc,S-U,-2.0293864272923434,0.2166919761816666,-2.461816832891476,-1.6232886925390497,30,7.583102622358369e-21,7.711629785449189e-20
parcel,109,auc,S-T,-2.6906497609535713,0.4618101646031758,-3.596307149954595,-1.8045692090325847,30,5.66658864816816e-09,1.766209448779686e-08
parcel,109,auc,U-T,0.35080867096484813,0.3533079574050221,-0.34487212379301435,1.0293307621751482,30,0.3207459987627428,0.3919503039870584
parcel,109,auc,S-U,-3.0414584319184197,0.32481207168969256,-3.6854829993298774,-2.438841370336711,30,7.695713227726386e-21,7.76038308678291e-20
parcel,11,auc,S-T,-1.15638899496263,0.4053132391346957,-1.9723735701094434,-0.41087482695770156,30,0.0043298426459126545,0.0074332062590775185
parcel,11,auc,U-T,1.5088161591175322,0.35269451757060327,0.816272350604552,2.151774300783535,30,1.8860640748198303e-05,4.319230705694268e-05
parcel,11,auc,S-U,-2.6652051540801622,0.30832348764328654,-3.272682720521735,-2.091304394527574,30,5.4190867357820454e-18,4.0898767817222987e-17
parcel,110,auc,S-T,-2.928097843082502,0.3794149996523322,-3.6759212599783844,-2.1776113868759506,30,1.1872532188172759e-14,6.565455587929636e-14
parcel,110,auc,U-T,-0.1707696799627266,0.31096490159062184,-0.7735083758450296,0.4730615532304133,30,0.5828952228613732,0.6482616009579684
