key,abs_change,max_abs_condition_contrast,ratio_regeneration_to_contrast,metric
Cont,1.1348259736716164,2.259364260879264,0.5022766772587536,auc
Default,1.1594523677130786,1.0899115937553683,1.0638040501230954,auc
DorsAttn,1.1826557762983865,3.5381426229986537,0.3342589325288588,auc
Limbic,1.0865729415229917,0.20686421649914813,5.25259012849845,auc
SalVentAttn,0.9077816138576719,2.6123962300950776,0.347490018321085,auc
SomMot,1.5802533882722813,1.4965037591231618,1.0559635274141848,auc
Vis,0.8017252784684175,1.9666396190910262,0.40766252783973306,auc
