panel,variable,scenario,time,mean,p05,p95
year 1 weekly,D,traditional,30,0.2602032795261906,0.20355434539032782,0.32096847682699226
year 1 weekly,D,traditional,31,0.2544819519578388,0.1974732910618552,0.3158138668548126
year 1 weekly,D,traditional,32,0.24976842147346764,0.19218521243204945,0.3123825600195488
year 1 weekly,D,traditional,33,0.24517922773102785,0.18718600104888583,0.3087143264605789
year 1 weekly,D,traditional,34,0.2407195272898158,0.18221007153893268,0.30534125378424937
year 1 weekly,D,traditional,35,0.2382776775997853,0.17887942558287986,0.3036755142228336
year 1 weekly,D,traditional,36,0.23460929834046268,0.17476522431273436,0.30088855454743435
year 1 weekly,D,traditional,37,0.23227011437227327,0.17154908464753643,0.29917633395253396
year 1 weekly,D,traditional,38,0.22996766926561552,0.1685129498707971,0.2978320217167972
year 1 weekly,D,traditional,39,0.2285740643698604,0.16709344159904221,0.2969704153986751
year 1 weekly,D,traditional,40,0.22894830307694275,0.16782750297154375,0.2987887429431492
year 1 weekly,D,scaffolding_rapid,1,0.3865890644648495,0.3790617551056019,0.39388247373548313
year 1 weekly,D,scaffolding_rapid,2,0.38058899943376495,0.3718131017073104,0.38885112290595997
year 1 weekly,D,scaffolding_rapid,3,0.37382249703595666,0.3634114934032804,0.38376620259337807
year 1 weekly,D,scaffolding_rapid,4,0.36655024508883843,0.353898643210561,0.37888737516332877
year 1 weekly,D,scaffolding_rapid,5,0.3614404038209733,0.34687232303310817,0.37607420569839584
year 1 weekly,D,scaffolding_rapid,6,0.35451929362178974,0.3374240488188243,0.37159796756153834
year 1 weekly,D,scaffolding_rapid,7,0.34902751294105017,0.32993017645717365,0.3683710225368488
year 1 weekly,D,scaffolding_rapid,8,0.3434493777070182,0.3223443679112697,0.36477250912562154
year 1 weekly,D,scaffolding_rapid,9,0.3385602796358704,0.3152499167609546,0.3617465658147729
year 1 weekly,D,scaffolding_rapid,10,0.3358498113481917,0.310644142693946,0.3610259385597813
year 1 weekly,D,scaffolding_rapid,11,0.3274294688840208,0.30039039494164776,0.3549230194333498
year 1 weekly,D,scaffolding_rapid,12,0.3198161185112107,0.2907291854757136,0.34937588540834486
year 1 weekly,D,scaffolding_rapid,13,0.3124061228571481,0.28127740735393614,0.34377816158754526
year 1 weekly,D,scaffolding_rapid,14,0.30516300757418996,0.2719512665247474,0.33857228478417895
year 1 weekly,D,scaffolding_rapid,15,0.299722835345923,0.2648133246570889,0.33479171838913835
year 1 weekly,D,scaffolding_rapid,16,0.29333829439695447,0.2565106553819043,0.33004020749456053
year 1 weekly,D,scaffolding_rapid,17,0.28822401785968643,0.2500069043017446,0.3276006489013208
year 1 weekly,D,scaffolding_rapid,18,0.28324385657710865,0.24349250488726137,0.3245756817555143
year 1 weekly,D,scaffolding_rapid,19,0.27898214271472443,0.23786168217905945,0.32200524472447667
year 1 weekly,D,scaffolding_rapid,20,0.2766809526727628,0.23436226867407123,0.321788318194497
year 1 weekly,D,scaffolding_rapid,21,0.2697539189514912,0.2259809693421923,0.3162468601051013
year 1 weekly,D,scaffolding_rapid,22,0.2634977749830632,0.21848079723593425,0.31123436547987493
year 1 weekly,D,scaffolding_rapid,23,0.25744709892200784,0.21127943943632685,0.3065866409425561
year 1 weekly,D,scaffolding_rapid,24,0.2515519208665889,0.20458497782607388,0.3019625177794388
year 1 weekly,D,scaffolding_rapid,25,0.24721070671168877,0.19938784178849034,0.2985564718853033
year 1 weekly,D,scaffolding_rapid,26,0.24208602238611499,0.19351868165035907,0.294650025837704
year 1 weekly,D,scaffolding_rapid,27,0.2380728764830955,0.18854412304254156,0.2922558964534477
year 1 weekly,D,scaffolding_rapid,28,0.23419527758228326,0.18382593721951257,0.2892953165360504
year 1 weekly,D,scaffolding_rapid,29,0.23095564726352236,0.17971428011289187,0.2869593855942855
year 1 weekly,D,scaffolding_rapid,30,0.22951458411809936,0.17721394219152353,0.2865404271566144
year 1 weekly,D,scaffolding_rapid,31,0.22391055726964387,0.1712601641751372,0.281786140325436
year 1 weekly,D,scaffolding_rapid,32,0.21886975020274785,0.1657570506570488,0.2775396400635317
year 1 weekly,D,scaffolding_rapid,33,0.21399490091392137,0.16042258258778294,0.2733226521359801
year 1 weekly,D,scaffolding_rapid,34,0.2092558874333245,0.155364334619366,0.2693313273301872
year 1 weekly,D,scaffolding_rapid,35,0.20590025236555057,0.15154999970814256,0.2664650059788226
year 1 weekly,D,scaffolding_rapid,36,0.20182534433566,0.14720266419420416,0.2629078278516853
year 1 weekly,D,scaffolding_rapid,37,0.19875582788312465,0.14362555323074774,0.26022807011596283
year 1 weekly,D,scaffolding_rapid,38,0.19580551288408293,0.14027675381743007,0.2577669044934166
year 1 weekly,D,scaffolding_rapid,39,0.19342176270013972,0.13747179926920267,0.25570213129402936
year 1 weekly,D,scaffolding_rapid,40,0.19273279769521642,0.13632505822197538,0.25600581997902644
year 1 weekly,D,scaffolding_nofade,1,0.3872351191845161,0.3796578036810906,0.3944294278659058
year 1 weekly,D,scaffolding_nofade,2,0.38258960383880003,0.3738264298332103,0.3910227773918162
year 1 weekly,D,scaffolding_nofade,3,0.37702387776333196,0.36647859727819593,0.3872068592184194
year 1 weekly,D,scaffolding_nofade,4,0.37087729847243983,0.3575712158168293,0.38349056029633394
year 1 weekly,D,scaffolding_nofade,5,0.36732737180340275,0.35179510822048093,0.3823999223379604
year 1 weekly,D,scaffolding_nofade,6,0.3614583929598332,0.34405397642224234,0.3791049891631031
year 1 weekly,D,scaffolding_nofade,7,0.3571873529045211,0.33763341554594845,0.37690708870113726
year 1 weekly,D,scaffolding_nofade,8,0.3526883342977875,0.3306406593329746,0.3746650936898663
year 1 weekly,D,scaffolding_nofade,9,0.349138230029496,0.32476011537413146,0.3730054696769414
year 1 weekly,D,scaffolding_nofade,10,0.3476237329152566,0.32114984737606855,0.37367267172202645
year 1 weekly,D,scaffolding_nofade,11,0.3394897618174512,0.31104003525795687,0.36744362030081446
year 1 weekly,D,scaffolding_nofade,12,0.3325674262714776,0.30228931010922905,0.36292231771013367
year 1 weekly,D,scaffolding_nofade,13,0.3257913868166679,0.2931957215607425,0.35871209528661224
year 1 weekly,D,scaffolding_nofade,14,0.3191676608699828,0.28456715670643035,0.35448564824027845
year 1 weekly,D,scaffolding_nofade,15,0.3148605484773371,0.27846432535883003,0.35222622099728124
year 1 weekly,D,scaffolding_nofade,16,0.3091568300691572,0.27085385548971,0.3486889921873601
year 1 weekly,D,scaffolding_nofade,17,0.30495712922845664,0.26504448049985696,0.346488806468523
year 1 weekly,D,scaffolding_nofade,18,0.3007898144464621,0.25940636831124037,0.3442922588387757
year 1 weekly,D,scaffolding_nofade,19,0.29764733313703284,0.2551285801476113,0.34255818067826344
year 1 weekly,D,scaffolding_nofade,20,0.29639793133778003,0.25195293880765296,0.3429697599552321
year 1 weekly,D,scaffolding_nofade,21,0.28950906954638156,0.2441404687370961,0.3376983829006491
year 1 weekly,D,scaffolding_nofade,22,0.2837033062732639,0.23683683873319378,0.33335750235821754
year 1 weekly,D,scaffolding_nofade,23,0.2780661921737054,0.22935924755528964,0.3295550761103135
year 1 weekly,D,scaffolding_nofade,24,0.2725801824141344,0.22256139001743164,0.3254359912443496
year 1 weekly,D,scaffolding_nofade,25,0.26919987982395516,0.21858106721415493,0.32309712910869337
year 1 weekly,D,scaffolding_nofade,26,0.2645808633994019,0.2130996797971394,0.3195804585132732
year 1 weekly,D,scaffolding_nofade,27,0.2613353499794398,0.20885522142859578,0.31724216290738166
year 1 weekly,D,scaffolding_nofade,28,0.2581309698474215,0.20460543458420843,0.3158337650186627
year 1 weekly,D,scaffolding_nofade,29,0.255873986464775,0.20161714524944954,0.31530953397861416
year 1 weekly,D,scaffolding_nofade,30,0.25540567518789303,0.199564326913138,0.31592353889819863
year 1 weekly,D,scaffolding_nofade,31,0.24968046855309178,0.1936322936245882,0.31129749522745687
year 1 weekly,D,scaffolding_nofade,32,0.24493551192637333,0.1879330803831769,0.30773341113515357
year 1 weekly,D,scaffolding_nofade,33,0.24032530635982646,0.18287575644665657,0.3039159539734982
year 1 weekly,D,scaffolding_nofade,34,0.2358545037478345,0.17775823053425704,0.3004298388071743
year 1 weekly,D,scaffolding_nofade,35,0.23334664288273413,0.1746672726055916,0.29873214974838774
year 1 weekly,D,scaffolding_nofade,36,0.2296478399425725,0.1704847608537117,0.29612594708665013
year 1 weekly,D,scaffolding_nofade,37,0.22723882286000505,0.1673311516611175,0.2942764799667117
year 1 weekly,D,scaffolding_nofade,38,0.22486054530795238,0.16445387623160396,0.29256270364422243
year 1 weekly,D,scaffolding_nofade,39,0.22337198244263642,0.1628788275476715,0.291621584662922
year 1 weekly,D,scaffolding_nofade,40,0.22359487714545098,0.1628439684803959,0.2924171105999362
year 1 weekly,D,substitution,1,0.38962950503944876,0.3820728248037945,0.3967907782427628
year 1 weekly,D,substitution,2,0.38827073106564447,0.3788201414981846,0.397487516667263
year 1 weekly,D,substitution,3,0.38628770331310214,0.37440048816508603,0.398138568578047
year 1 weekly,D,substitution,4,0.3837798359676329,0.3688388052895043,0.3986128186286369
year 1 weekly,D,substitution,5,0.38471880944146336,0.366669323229505,0.40235787522728506
year 1 weekly,D,substitution,6,0.38277050113753663,0.3622316544082139,0.40310595923936
year 1 weekly,D,substitution,7,0.3830254593997165,0.35940661672576446,0.4061225749465869
year 1 weekly,D,substitution,8,0.38301528572250476,0.35631166067533865,0.4088558700258164
year 1 weekly,D,substitution,9,0.3841145601216076,0.3552371854934388,0.4129662548095495
year 1 weekly,D,substitution,10,0.3877283677311873,0.35622995556274645,0.41986243158385433
year 1 weekly,D,substitution,11,0.38193690912800593,0.34818797570252563,0.41632559296061294
year 1 weekly,D,substitution,12,0.3778689995360508,0.3415624163127005,0.4144926891520581
year 1 weekly,D,substitution,13,0.37371431239370556,0.33490601443371243,0.4127586219938528
year 1 weekly,D,substitution,14,0.3695099414548666,0.32810386749808734,0.41183987872511535
year 1 weekly,D,substitution,15,0.3685655819934817,0.3252234090632761,0.4131192032109161
year 1 weekly,D,substitution,16,0.3653861163836498,0.3195503346571081,0.4125123539590133
year 1 weekly,D,substitution,17,0.36434830944907737,0.3163255119102841,0.4136567606964932
year 1 weekly,D,substitution,18,0.36327418691226615,0.313133975812979,0.41468357761640023
year 1 weekly,D,substitution,19,0.3634191244944652,0.3116012485649399,0.4170120765403315
year 1 weekly,D,substitution,20,0.3660102928898092,0.31203162283891955,0.42218878034820145
year 1 weekly,D,substitution,21,0.36020224589761135,0.3048243478184606,0.41754417696821294
year 1 weekly,D,substitution,22,0.35605191572691747,0.29897157694278365,0.4158820215313935
year 1 weekly,D,substitution,23,0.3519207392602842,0.2929468000365517,0.4135656019707159
year 1 weekly,D,substitution,24,0.3478177197017307,0.2869979603824026,0.41135212493540096
year 1 weekly,D,substitution,25,0.3468045958191539,0.2845367676912214,0.4125463242680498
year 1 weekly,D,substitution,26,0.3438048490087267,0.27995120527935136,0.41141795934590797
year 1 weekly,D,substitution,27,0.3428345870455081,0.277387246971808,0.41323924540971674
year 1 weekly,D,substitution,28,0.34187986754380323,0.2746968903213132,0.4137042534863486
year 1 weekly,D,substitution,29,0.34213615112913326,0.2737719244650483,0.4146053109485657
year 1 weekly,D,substitution,30,0.34476202082506574,0.27455131171763064,0.4183241576397772
year 1 weekly,D,substitution,31,0.33942218416023384,0.2686225080459872,0.4145222136791832
year 1 weekly,D,substitution,32,0.3356638516584277,0.2638807988089794,0.41245414814960074
year 1 weekly,D,substitution,33,0.3319349097417552,0.25912828219067635,0.4102832062083245
year 1 weekly,D,substitution,34,0.3282571079762589,0.2544738127435447,0.40789214624549464
year 1 weekly,D,substitution,35,0.3275631395753002,0.2527473629100173,0.4084603433584943
year 1 weekly,D,substitution,36,0.32494005942061405,0.2491967228427326,0.40719230640098275
year 1 weekly,D,substitution,37,0.32430918717979657,0.2474469959896386,0.408095750912312
year 1 weekly,D,substitution,38,0.3237138797587521,0.24587499767407883,0.4090658658419966
year 1 weekly,D,substitution,39,0.3242905900589183,0.2445167194397982,0.4111647289802359
year 1 weekly,D,substitution,40,0.3271976397064902,0.24629873463120874,0.41529533198887014
year 1 weekly,D,free_choice,1,0.3878599439298447,0.3802986408628308,0.3950406942623808
year 1 weekly,D,free_choice,2,0.3841076197565304,0.3752486778551852,0.3924259434082167
year 1 weekly,D,free_choice,3,0.379506147466779,0.36869030211577963,0.39003175414910823
year 1 weekly,D,free_choice,4,0.3743036793047623,0.36066026436528087,0.38739793571388953
year 1 weekly,D,free_choice,5,0.3719318475229088,0.35644154681587936,0.3874707207656752
year 1 weekly,D,free_choice,6,0.36703978262357034,0.3487816424278482,0.38524723907719666
year 1 weekly,D,free_choice,7,0.36389994630015365,0.34352206018215375,0.38458836440060884
year 1 weekly,D,free_choice,8,0.3604956749646049,0.33802188978644165,0.3836345192727298
year 1 weekly,D,free_choice,9,0.3580786730974362,0.3334790580984708,0.38315476366121654
year 1 weekly,D,free_choice,10,0.35785097318875764,0.33028750858195705,0.3853990574134181
year 1 weekly,D,free_choice,11,0.3501866423780913,0.3208255373507955,0.37992343699031195
year 1 weekly,D,free_choice,12,0.343860119523019,0.31236161664502476,0.3758978745859281
year 1 weekly,D,free_choice,13,0.3376186270274418,0.3037847609354794,0.3718411400533774
year 1 weekly,D,free_choice,14,0.3314752387941594,0.29552879047760194,0.36801447318079733
year 1 weekly,D,free_choice,15,0.3278968016701508,0.29013986962579347,0.366706507248974
year 1 weekly,D,free_choice,16,0.32270093000126243,0.2830858787206423,0.36339780157482043
year 1 weekly,D,free_choice,17,0.3191720176977853,0.2780759603420032,0.3615411308917961
year 1 weekly,D,free_choice,18,0.3156567929220021,0.27288369709005267,0.3606394841115621
year 1 weekly,D,free_choice,19,0.3132269146722295,0.26840330935554896,0.36056959272540295
year 1 weekly,D,free_choice,20,0.31285721851940923,0.2663304074410879,0.361796916741725
year 1 weekly,D,free_choice,21,0.3061228920379813,0.2587240269804446,0.3571274930565243
year 1 weekly,D,free_choice,22,0.300605729756515,0.25132849679545644,0.3536238822554734
year 1 weekly,D,free_choice,23,0.29522221698706363,0.24463616248921907,0.3494394480171905
year 1 weekly,D,free_choice,24,0.2899630922672133,0.2383332268790701,0.34544143309361236
year 1 weekly,D,free_choice,25,0.2870527910267505,0.23407495462101824,0.3440497023521209
year 1 weekly,D,free_choice,26,0.28272385294206254,0.22864649203935672,0.34115071970146366
year 1 weekly,D,free_choice,27,0.27992794464199294,0.22473374418276343,0.3400391686625647
year 1 weekly,D,free_choice,28,0.2771620823011728,0.22067846404569907,0.33867344634971885
year 1 weekly,D,free_choice,29,0.27541733147653463,0.2174896784909172,0.3389286385034402
year 1 weekly,D,free_choice,30,0.27562136494500156,0.2156674223412697,0.34098747380797817
year 1 weekly,D,free_choice,31,0.2698967887389628,0.20931405625819344,0.3360796656675279
year 1 weekly,D,free_choice,32,0.2652874875335425,0.20420006886972356,0.3325303049595438
year 1 weekly,D,free_choice,33,0.26079206143062705,0.19931404030177735,0.32893128092385515
year 1 weekly,D,free_choice,34,0.2564157175767433,0.19398711612282707,0.32520120408639713
year 1 weekly,D,free_choice,35,0.25424326627528154,0.19112498076114343,0.324267688384911
year 1 weekly,D,free_choice,36,0.25071036430126076,0.18698573319240505,0.3218298404878532
year 1 weekly,D,free_choice,37,0.24863076854274113,0.18475981251741405,0.32080185996109584
year 1 weekly,D,free_choice,38,0.24658091783148195,0.18241005030613502,0.3197745685079393
year 1 weekly,D,free_choice,39,0.2454892247776187,0.18086218703967186,0.3195045522405625
year 1 weekly,D,free_choice,40,0.24627159077159502,0.1811278536563836,0.32131864369695695
year 1 weekly,D,free_choice_centaur,1,0.38814526963413964,0.3805314350266983,0.3952672256469356
year 1 weekly,D,free_choice_centaur,2,0.38479865537624947,0.3758810768926216,0.39311178799036395
year 1 weekly,D,free_choice_centaur,3,0.38064250847641806,0.36969181392153605,0.3914428558485193
year 1 weekly,D,free_choice_centaur,4,0.37588716584576026,0.36221140786213735,0.3893233777839145
year 1 weekly,D,free_choice_centaur,5,0.37409365276979656,0.35863956155197385,0.38969842704461655
year 1 weekly,D,free_choice_centaur,6,0.3696769327031398,0.35140175913023813,0.388175678020086
year 1 weekly,D,free_choice_centaur,7,0.3671020596268583,0.3463874422716627,0.38796451170857615
year 1 weekly,D,free_choice_centaur,8,0.36425287250823857,0.3413540605107755,0.38758552240474947
year 1 weekly,D,free_choice_centaur,9,0.36242319918631194,0.3371782625679414,0.3874670569169369
year 1 weekly,D,free_choice_centaur,10,0.36286530443088394,0.3348474211276112,0.390698686551346
year 1 weekly,D,free_choice_centaur,11,0.35543158059916435,0.3256513302132415,0.38511923175754703
year 1 weekly,D,free_choice_centaur,12,0.34943034723267824,0.3176037651989443,0.3815502082447711
year 1 weekly,D,free_choice_centaur,13,0.3434971125726054,0.3092884003804018,0.3779134019337091
year 1 weekly,D,free_choice_centaur,14,0.3376477011224466,0.3014513941372475,0.3742508932651573
year 1 weekly,D,free_choice_centaur,15,0.3345309341856421,0.29628529274603543,0.37298498621976683
year 1 weekly,D,free_choice_centaur,16,0.3296674181679698,0.2894565277920732,0.37025330747361723
year 1 weekly,D,free_choice_centaur,17,0.3265823115662437,0.2848251452518029,0.3691461456802072
year 1 weekly,D,free_choice_centaur,18,0.32350273212081876,0.279908669712229,0.36861448012376274
year 1 weekly,D,free_choice_centaur,19,0.3215572583196454,0.2764171852368048,0.3690338931546422
year 1 weekly,D,free_choice_centaur,20,0.32178223767749226,0.2748488833734954,0.3719535409472374
year 1 weekly,D,free_choice_centaur,21,0.3151582546618881,0.26717521521794024,0.3668200321419453
year 1 weekly,D,free_choice_centaur,22,0.3098554405190961,0.260064884475081,0.36307246150679723
year 1 weekly,D,free_choice_centaur,23,0.30467954789424917,0.25348904406417394,0.3593806339355374
year 1 weekly,D,free_choice_centaur,24,0.2996219360652172,0.24710839233767357,0.3556827038116069
year 1 weekly,D,free_choice_centaur,25,0.2971063925049212,0.2435658076784668,0.3551875069844823
year 1 weekly,D,free_choice_centaur,26,0.29303271246902146,0.2382978092637043,0.3529041670319149
year 1 weekly,D,free_choice_centaur,27,0.29062218432690134,0.234932609805946,0.3523577610037072
year 1 weekly,D,free_choice_centaur,28,0.28823717692323164,0.2315739019068791,0.3512816205469571
year 1 weekly,D,free_choice_centaur,29,0.2869390416689586,0.22868240070934784,0.3511411079421892
year 1 weekly,D,free_choice_centaur,30,0.2877222176640814,0.2282692541388298,0.3540588028987609
year 1 weekly,D,free_choice_centaur,31,0.28203216513661233,0.22176505821706996,0.3487912099663516
year 1 weekly,D,free_choice_centaur,32,0.27757791304942825,0.21664833601098618,0.34527847983340754
year 1 weekly,D,free_choice_centaur,33,0.2732309118865732,0.21148680916812476,0.3414834409329239
year 1 weekly,D,free_choice_centaur,34,0.26899790083238423,0.20660950028535582,0.33788514157190674
year 1 weekly,D,free_choice_centaur,35,0.26718151043388,0.20360047147576657,0.33727098749885887
year 1 weekly,D,free_choice_centaur,36,0.26385077083121516,0.1996493082111811,0.334750032454158
year 1 weekly,D,free_choice_centaur,37,0.26212389437395445,0.19745249002192658,0.3341890954666279
year 1 weekly,D,free_choice_centaur,38,0.26042219052991056,0.19497377135206254,0.33355790326911755
year 1 weekly,D,free_choice_centaur,39,0.25975292220781665,0.19356360594451025,0.334301553123942
year 1 weekly,D,free_choice_centaur,40,0.2611017410529228,0.1938733608473676,0.3358763518015168
yearly,D,traditional,0,0.392629353642237,0.3856001509263069,0.3990797619768685
yearly,D,traditional,1,0.22894830307694275,0.16782750297154375,0.2987887429431492
yearly,D,traditional,2,0.17053215310736897,0.10072572646710266,0.2530008688538462
yearly,D,traditional,3,0.15468168458850384,0.08449024705626125,0.2412703715799108
yearly,D,traditional,4,0.15505995987007024,0.0788294652088149,0.24210303816976217
yearly,D,traditional,5,0.16293800345855106,0.08017180960676516,0.26163587949687334
yearly,D,traditional,6,0.17519264814529092,0.0845300717380913,0.28469068632690187
yearly,D,traditional,7,0.19076720637891875,0.08900479675017973,0.31926670489351566
yearly,D,traditional,8,0.2090246141720698,0.09249271763401018,0.3620836311150457
yearly,D,traditional,9,0.22969775704791282,0.09673954586315803,0.40822823702834216
yearly,D,traditional,10,0.25240809231547634,0.09905119835194431,0.45482938692721286
yearly,D,scaffolding_rapid,0,0.392629353642237,0.3856001509263069,0.3990797619768685
yearly,D,scaffolding_rapid,1,0.19273279769521642,0.13632505822197538,0.25600581997902644
yearly,D,scaffolding_rapid,2,0.11908260353848504,0.06571636694293542,0.18504540161026892
yearly,D,scaffolding_rapid,3,0.09541402364182383,0.04397988058329636,0.16531480463243328
yearly,D,scaffolding_rapid,4,0.0908128974823214,0.03824552682739924,0.15987392818289356
yearly,D,scaffolding_rapid,5,0.09465371959117606,0.03716593177463392,0.1699562058440777
yearly,D,scaffolding_rapid,6,0.10314402625667637,0.038682546265563965,0.1890521600774055
yearly,D,scaffolding_rapid,7,0.11500017588336175,0.03919729678432654,0.2191569032158607
yearly,D,scaffolding_rapid,8,0.12961374131106512,0.04336773888361378,0.25515313083841196
yearly,D,scaffolding_rapid,9,0.14675438706976865,0.04530656768400573,0.29674421212029717
yearly,D,scaffolding_rapid,10,0.16618569144395262,0.0478198668579009,0.3488656856314813
yearly,D,scaffolding_nofade,0,0.392629353642237,0.3856001509263069,0.3990797619768685
yearly,D,scaffolding_nofade,1,0.22359487714545098,0.1628439684803959,0.2924171105999362
yearly,D,scaffolding_nofade,2,0.16335429434766294,0.0968754262359657,0.24380780875823466
yearly,D,scaffolding_nofade,3,0.14628750493020123,0.07994064393487198,0.2288666506351957
yearly,D,scaffolding_nofade,4,0.14546631177330452,0.07487881805059665,0.22725193093565824
yearly,D,scaffolding_nofade,5,0.1520031991988429,0.07528953208130625,0.243447960644194
yearly,D,scaffolding_nofade,6,0.16271224376716825,0.0786729942737349,0.26626597180139894
yearly,D,scaffolding_nofade,7,0.1765446683410676,0.08308771714230276,0.2965583739895006
yearly,D,scaffolding_nofade,8,0.19288972525492057,0.08617409426542365,0.3330465171079028
yearly,D,scaffolding_nofade,9,0.21150695276993234,0.08946016563268973,0.37918776014363703
yearly,D,scaffolding_nofade,10,0.23208240764825389,0.09312310958534206,0.419054711851195
yearly,D,substitution,0,0.392629353642237,0.3856001509263069,0.3990797619768685
yearly,D,substitution,1,0.3271976397064902,0.24629873463120874,0.41529533198887014
yearly,D,substitution,2,0.3076657976217357,0.20135297384182693,0.4208854416880606
yearly,D,substitution,3,0.31359094628642686,0.19698933994716347,0.431958601684659
yearly,D,substitution,4,0.32952540231021615,0.20091356860170526,0.45951052140016696
yearly,D,substitution,5,0.35041392674169464,0.21320040158328327,0.4926175596852983
yearly,D,substitution,6,0.3742804735984044,0.22105581488939607,0.5352898830955451
yearly,D,substitution,7,0.40030057069349106,0.22900388807286148,0.5743699878520786
yearly,D,substitution,8,0.4276510716833189,0.23723242324796454,0.6175649010488442
yearly,D,substitution,9,0.45607752104679217,0.2452298618325079,0.6648111394656726
yearly,D,substitution,10,0.4848937900521185,0.2541069548885938,0.7123548457204618
yearly,D,free_choice,0,0.392629353642237,0.3856001509263069,0.3990797619768685
yearly,D,free_choice,1,0.24627159077159502,0.1811278536563836,0.32131864369695695
yearly,D,free_choice,2,0.1926339979735993,0.11445158442226347,0.28592916358559745
yearly,D,free_choice,3,0.17917565907106778,0.09774013358051822,0.27904407539028236
yearly,D,free_choice,4,0.181636907940151,0.09273266455571867,0.2821442882840494
yearly,D,free_choice,5,0.19167140453200512,0.0942145653999643,0.3064297602296994
yearly,D,free_choice,6,0.20626125785819607,0.09865664174444208,0.3331983550159029
yearly,D,free_choice,7,0.22434132357208933,0.1037013020615085,0.3701049657066969
yearly,D,free_choice,8,0.24517312819135118,0.11029727251671768,0.41453164486096483
yearly,D,free_choice,9,0.26841391564645833,0.1131901318952566,0.469061653689876
yearly,D,free_choice,10,0.29359136711599154,0.11662916450541196,0.5187682908746282
yearly,D,free_choice_centaur,0,0.392629353642237,0.3856001509263069,0.3990797619768685
yearly,D,free_choice_centaur,1,0.2611017410529228,0.1938733608473676,0.3358763518015168
yearly,D,free_choice_centaur,2,0.2158944295076609,0.13380030551224012,0.3103926389396411
yearly,D,free_choice_centaur,3,0.20702120531684912,0.1208744971945945,0.3066300559767257
yearly,D,free_choice_centaur,4,0.21205261002807654,0.11771513173437552,0.3137214598624328
yearly,D,free_choice_centaur,5,0.2236936609613532,0.12025006772015705,0.33911045004796037
yearly,D,free_choice_centaur,6,0.23937111497492042,0.12582043374257298,0.3660738807910889
yearly,D,free_choice_centaur,7,0.25813626141453777,0.1324548200197413,0.4040381599705182
yearly,D,free_choice_centaur,8,0.2792813410811731,0.1389930681023067,0.448148480515505
yearly,D,free_choice_centaur,9,0.3025149868248909,0.1435403614704317,0.4971272300700703
yearly,D,free_choice_centaur,10,0.32730210816330046,0.14823207557654255,0.5432905129939672
