panel,variable,scenario,time,mean,p05,p95
year 1 weekly,K,traditional,1,0.4002585504937721,0.3795330364450107,0.4207275824866313
year 1 weekly,K,traditional,2,0.44195377724480184,0.41097072310823757,0.47343955313060726
year 1 weekly,K,traditional,3,0.47521733958726997,0.4370033268117976,0.5147008191232643
year 1 weekly,K,traditional,4,0.5015296506245994,0.4566849466938898,0.5471160705274863
year 1 weekly,K,traditional,5,0.5253258665147066,0.4734252630854771,0.5773318074261282
year 1 weekly,K,traditional,6,0.5425168018231677,0.487139847183547,0.5957205205217083
year 1 weekly,K,traditional,7,0.5587276793423303,0.4999380410221048,0.6145936729841843
year 1 weekly,K,traditional,8,0.5718933786774758,0.5096186792226222,0.6291462715265609
year 1 weekly,K,traditional,9,0.5824646938605573,0.5174455222780722,0.6415595301605275
year 1 weekly,K,traditional,10,0.5908371668364042,0.522570562914845,0.652920877194638
year 1 weekly,K,traditional,11,0.591273700150379,0.523539484465172,0.6520010008058893
year 1 weekly,K,traditional,12,0.5953198119043716,0.5282361999526944,0.6550018107326554
year 1 weekly,K,traditional,13,0.5987551805596751,0.5320881643351316,0.6588907790780042
year 1 weekly,K,traditional,14,0.6016835127316863,0.5350009397721126,0.6619038625771134
year 1 weekly,K,traditional,15,0.6079637465098858,0.539694259345862,0.668644910036335
year 1 weekly,K,traditional,16,0.6106670500466191,0.5424791248213701,0.6713879117352674
year 1 weekly,K,traditional,17,0.615350061310707,0.5467095516732262,0.6773233269073193
year 1 weekly,K,traditional,18,0.6191540788381051,0.5498809816148559,0.6811948453518234
year 1 weekly,K,traditional,19,0.6223899212264918,0.5517807174758299,0.6855263016110971
year 1 weekly,K,traditional,20,0.625190754117,0.5516077194322208,0.6900095428660801
year 1 weekly,K,traditional,21,0.6207200088985526,0.5491653618758018,0.6841942333126159
year 1 weekly,K,traditional,22,0.6203948997332338,0.5503564115020082,0.6824746408958628
year 1 weekly,K,traditional,23,0.6201926812747636,0.5510955350342268,0.6812898922308729
year 1 weekly,K,traditional,24,0.620076475305558,0.5514418237604097,0.6804037487577734
year 1 weekly,K,traditional,25,0.6237132606921838,0.5541589428535382,0.6846302780772558
year 1 weekly,K,traditional,26,0.6242535394267356,0.5546976159646364,0.6850481655782674
year 1 weekly,K,traditional,27,0.6270630497700722,0.5565788799876529,0.6882588860198544
year 1 weekly,K,traditional,28,0.629288748399754,0.5586861507684565,0.6909114578833361
year 1 weekly,K,traditional,29,0.6312185642936973,0.5593890789762546,0.6931317264030382
year 1 weekly,K,traditional,30,0.6329711689922118,0.5590346847238168,0.6967011184912176
year 1 weekly,K,traditional,31,0.6275926744569693,0.5550938648529893,0.6906691663621589
year 1 weekly,K,traditional,32,0.6264299828140845,0.5550135289835392,0.688193412075572
year 1 weekly,K,traditional,33,0.6255051826498782,0.5548500310786858,0.6867676856750877
year 1 weekly,K,traditional,34,0.6247648028558984,0.5545859320388342,0.6859177537903729
year 1 weekly,K,traditional,35,0.6278505283955258,0.5580424937239519,0.6888465163280129
year 1 weekly,K,traditional,36,0.6279139866779903,0.5582731774049378,0.6884662683554903
year 1 weekly,K,traditional,37,0.6303078726021576,0.5599110325195449,0.6918133788687337
year 1 weekly,K,traditional,38,0.6321648002339039,0.5611227694942098,0.69351079205469
year 1 weekly,K,traditional,39,0.6337935384353227,0.5619351943193265,0.6955530552508749
year 1 weekly,K,traditional,40,0.6353063113685632,0.5613698645525702,0.6988107007702581
year 1 weekly,K,scaffolding_rapid,1,0.4042128537467542,0.38353370587838304,0.4252480642558156
year 1 weekly,K,scaffolding_rapid,2,0.4475363058138299,0.4162551562394453,0.4790347348041837
year 1 weekly,K,scaffolding_rapid,3,0.4812325133981358,0.44215532314480066,0.5201788977344384
year 1 weekly,K,scaffolding_rapid,4,0.5073341917375803,0.46222598023552086,0.5517270816098114
year 1 weekly,K,scaffolding_rapid,5,0.5318835286266022,0.4810995791419033,0.5825156778968297
year 1 weekly,K,scaffolding_rapid,6,0.5487751579361521,0.49430615562248686,0.6004677411510816
year 1 weekly,K,scaffolding_rapid,7,0.5652889156062706,0.5078589339784859,0.6194934244554637
year 1 weekly,K,scaffolding_rapid,8,0.5786092921073868,0.5187376315675869,0.6348009219886773
year 1 weekly,K,scaffolding_rapid,9,0.589477379751328,0.5275489116193711,0.6470060898039148
year 1 weekly,K,scaffolding_rapid,10,0.5991744566561642,0.5340627249511344,0.6592184781493922
year 1 weekly,K,scaffolding_rapid,11,0.598198720960177,0.5334571923406507,0.656869720459992
year 1 weekly,K,scaffolding_rapid,12,0.6010623372048145,0.5367786195133695,0.6592079894364703
year 1 weekly,K,scaffolding_rapid,13,0.6036037236161949,0.5394683926895474,0.6619285836123776
year 1 weekly,K,scaffolding_rapid,14,0.6058127960102079,0.5414513631782978,0.6648831799491473
year 1 weekly,K,scaffolding_rapid,15,0.6121212779013553,0.5462941599178367,0.6715013993374707
year 1 weekly,K,scaffolding_rapid,16,0.6144970211042211,0.5483971028306761,0.6740820803807008
year 1 weekly,K,scaffolding_rapid,17,0.6193458999032472,0.5525900924208142,0.6797445405995095
year 1 weekly,K,scaffolding_rapid,18,0.623312912851382,0.5562241025072522,0.6840562644273777
year 1 weekly,K,scaffolding_rapid,19,0.6268582646185327,0.5590485687233431,0.6881385171898802
year 1 weekly,K,scaffolding_rapid,20,0.630838162667754,0.5606326146724951,0.6936721793594207
year 1 weekly,K,scaffolding_rapid,21,0.6253481259429663,0.5565088706083783,0.6866192576374376
year 1 weekly,K,scaffolding_rapid,22,0.6241920784984011,0.5560650742768821,0.6841942185141979
year 1 weekly,K,scaffolding_rapid,23,0.6233829436038125,0.5553153347395309,0.6827205731787268
year 1 weekly,K,scaffolding_rapid,24,0.622784976488549,0.5547499706161017,0.6811049574451653
year 1 weekly,K,scaffolding_rapid,25,0.6265790007501684,0.5591743476272657,0.6860548755432182
year 1 weekly,K,scaffolding_rapid,26,0.6269441545349285,0.559453946301959,0.6863963009209015
year 1 weekly,K,scaffolding_rapid,27,0.6300197295111949,0.5620219790057518,0.6892128865772326
year 1 weekly,K,scaffolding_rapid,28,0.6324947400962284,0.5643866179673848,0.6920864341586115
year 1 weekly,K,scaffolding_rapid,29,0.6347935269595271,0.5655490648672816,0.6945954813333632
year 1 weekly,K,scaffolding_rapid,30,0.637727194995488,0.5667708685067008,0.699211441135691
year 1 weekly,K,scaffolding_rapid,31,0.6314475119783717,0.5615305785181152,0.692328391107597
year 1 weekly,K,scaffolding_rapid,32,0.6295602140549904,0.5606200551686867,0.6895962212384916
year 1 weekly,K,scaffolding_rapid,33,0.6281103609636114,0.5599830610730514,0.6878333462606717
year 1 weekly,K,scaffolding_rapid,34,0.6269598882034478,0.5594595135520861,0.6866513839457211
year 1 weekly,K,scaffolding_rapid,35,0.6302384273650691,0.56191589743876,0.6897694321387569
year 1 weekly,K,scaffolding_rapid,36,0.6301693132007691,0.5619014545377956,0.6895395445706093
year 1 weekly,K,scaffolding_rapid,37,0.6328496127821811,0.5642071438862458,0.6927533514757416
year 1 weekly,K,scaffolding_rapid,38,0.6349762877474869,0.5657718169760572,0.6946433636086281
year 1 weekly,K,scaffolding_rapid,39,0.6369888306725023,0.5668300822020792,0.6971649942135945
year 1 weekly,K,scaffolding_rapid,40,0.6396706830927441,0.5684191408837821,0.7012684444867519
year 1 weekly,K,scaffolding_nofade,1,0.4053553140832609,0.3845463238749429,0.4264030941907586
year 1 weekly,K,scaffolding_nofade,2,0.45071515881262364,0.4188841772618432,0.482200997746864
year 1 weekly,K,scaffolding_nofade,3,0.48580336929196094,0.4463203404043198,0.5244092318357836
year 1 weekly,K,scaffolding_nofade,4,0.512907298209377,0.46700848074812673,0.5581971576952833
year 1 weekly,K,scaffolding_nofade,5,0.538458952125214,0.48748640142293453,0.5902043700503925
year 1 weekly,K,scaffolding_nofade,6,0.5557230107488162,0.5008151756279712,0.6082140719986608
year 1 weekly,K,scaffolding_nofade,7,0.5725848164358318,0.5144470093482199,0.628116339735609
year 1 weekly,K,scaffolding_nofade,8,0.5860459576168491,0.5257441629344347,0.6420341877644035
year 1 weekly,K,scaffolding_nofade,9,0.5972466675520915,0.5347970204361834,0.6544711042704271
year 1 weekly,K,scaffolding_nofade,10,0.6070049930775503,0.5417560077740188,0.6677722943652471
year 1 weekly,K,scaffolding_nofade,11,0.6055773013339867,0.5396793796347086,0.6648625717604867
year 1 weekly,K,scaffolding_nofade,12,0.6085054517440421,0.5428882580472715,0.667086347494811
year 1 weekly,K,scaffolding_nofade,13,0.6110405493588957,0.5454416498943505,0.6693090289511897
year 1 weekly,K,scaffolding_nofade,14,0.6132370855422117,0.5478125899704389,0.6715246094636891
year 1 weekly,K,scaffolding_nofade,15,0.619802685062328,0.5536249824322577,0.6785541803242466
year 1 weekly,K,scaffolding_nofade,16,0.6220909624910231,0.556168844263675,0.6808864365005328
year 1 weekly,K,scaffolding_nofade,17,0.626966373068056,0.5604442222648214,0.6862637047479467
year 1 weekly,K,scaffolding_nofade,18,0.630864001563164,0.5641408671147938,0.6905726819053927
year 1 weekly,K,scaffolding_nofade,19,0.6345866246223321,0.5668860966623762,0.6953291874639779
year 1 weekly,K,scaffolding_nofade,20,0.6385478711071012,0.5683271381408436,0.7009531183832558
year 1 weekly,K,scaffolding_nofade,21,0.6325485859819595,0.5640530842071879,0.6935470137473677
year 1 weekly,K,scaffolding_nofade,22,0.6313716294920896,0.5640995143628718,0.691262657787687
year 1 weekly,K,scaffolding_nofade,23,0.6305050028872783,0.5632956842030233,0.6899899033240294
year 1 weekly,K,scaffolding_nofade,24,0.6298642202006763,0.5631768974062595,0.6880879878613406
year 1 weekly,K,scaffolding_nofade,25,0.6339087471821949,0.5674218024138554,0.6929761654954159
year 1 weekly,K,scaffolding_nofade,26,0.6341941624073831,0.5678164018783097,0.6933013731692524
year 1 weekly,K,scaffolding_nofade,27,0.637307409990877,0.5701180603590227,0.696532062754039
year 1 weekly,K,scaffolding_nofade,28,0.6397334859577326,0.5718344132455382,0.6985904263466968
year 1 weekly,K,scaffolding_nofade,29,0.6422265043503399,0.5732957456948109,0.7019765464118138
year 1 weekly,K,scaffolding_nofade,30,0.6451863527142704,0.5744823126867249,0.7072767372996309
year 1 weekly,K,scaffolding_nofade,31,0.6384034418097849,0.5690523842291197,0.6991132299970937
year 1 weekly,K,scaffolding_nofade,32,0.6364893597089809,0.5682526826646253,0.69631177481311
year 1 weekly,K,scaffolding_nofade,33,0.6349829527149118,0.5675801543641231,0.6943886018548054
year 1 weekly,K,scaffolding_nofade,34,0.6337934371339227,0.5669104786934205,0.6933309864845578
year 1 weekly,K,scaffolding_nofade,35,0.6373408570293303,0.5696812220595207,0.6965375096213559
year 1 weekly,K,scaffolding_nofade,36,0.6371993556602575,0.5696296891427048,0.6959645582631204
year 1 weekly,K,scaffolding_nofade,37,0.6399414714361198,0.5724413299419346,0.6991159228698431
year 1 weekly,K,scaffolding_nofade,38,0.6420387218400595,0.574276720070055,0.7012225179724452
year 1 weekly,K,scaffolding_nofade,39,0.644258695539498,0.575682248815945,0.7039162973755676
year 1 weekly,K,scaffolding_nofade,40,0.647002637472053,0.5766770959986568,0.7090539017623456
year 1 weekly,K,substitution,1,0.37978619485907716,0.35959377889155836,0.3980908915622657
year 1 weekly,K,substitution,2,0.4035675625233933,0.3742104114991208,0.43052558710884103
year 1 weekly,K,substitution,3,0.42526103747285005,0.3864895430270348,0.4605427274586936
year 1 weekly,K,substitution,4,0.44467962687090556,0.39782164237879003,0.4866163197243824
year 1 weekly,K,substitution,5,0.45660824667847216,0.4025264480405062,0.5059539421934803
year 1 weekly,K,substitution,6,0.470618837484489,0.4105442004574577,0.5256253258896743
year 1 weekly,K,substitution,7,0.4802474862023676,0.41467012871986464,0.5401772579208157
year 1 weekly,K,substitution,8,0.48886010043760386,0.41888796429493097,0.5528494087661944
year 1 weekly,K,substitution,9,0.4941879659755824,0.42023448820295917,0.5617751984604572
year 1 weekly,K,substitution,10,0.4944696921885491,0.4171812728130848,0.5654439410615847
year 1 weekly,K,substitution,11,0.5048968424222955,0.4280852165318118,0.5747709198995979
year 1 weekly,K,substitution,12,0.5142319326002159,0.4351991516754372,0.5845009983703766
year 1 weekly,K,substitution,13,0.522341372005465,0.4417749928346365,0.5933410585131932
year 1 weekly,K,substitution,14,0.5294084738806234,0.44748668193673047,0.5995840022603294
year 1 weekly,K,substitution,15,0.5333811767652757,0.4493026785837081,0.605933912195091
year 1 weekly,K,substitution,16,0.5383007036264956,0.45353075354558886,0.6121177169414227
year 1 weekly,K,substitution,17,0.5412642861721788,0.4549390109650619,0.6166890582522628
year 1 weekly,K,substitution,18,0.5438467654537255,0.456162285821339,0.6205268958695207
year 1 weekly,K,substitution,19,0.544375379103168,0.4554721478466665,0.6228605486969485
year 1 weekly,K,substitution,20,0.5415368872044702,0.45074013779228395,0.6240925417071035
year 1 weekly,K,substitution,21,0.5458724640718227,0.4566474581081128,0.6263244133915675
year 1 weekly,K,substitution,22,0.550087480771883,0.46203323094201315,0.6292514189182984
year 1 weekly,K,substitution,23,0.5537634094297101,0.4663974804499289,0.6318587005493401
year 1 weekly,K,substitution,24,0.5569812360516129,0.47051990208507566,0.6349763208722279
year 1 weekly,K,substitution,25,0.5581888872906244,0.47029098945003106,0.6372940617589586
year 1 weekly,K,substitution,26,0.5602617412066228,0.4722017009411711,0.6395193706602817
year 1 weekly,K,substitution,27,0.5610605794242272,0.4715201699127652,0.6412805854906652
year 1 weekly,K,substitution,28,0.5617207356633244,0.4712659573472921,0.6427786105255578
year 1 weekly,K,substitution,29,0.560707603739185,0.46828471258506316,0.6431160616367206
year 1 weekly,K,substitution,30,0.5568441020938143,0.462642624081476,0.640994529240706
year 1 weekly,K,substitution,31,0.5594124175865763,0.4673225877680763,0.640687871627462
year 1 weekly,K,substitution,32,0.5621052242606707,0.4712609271006477,0.6420314805757786
year 1 weekly,K,substitution,33,0.5644571906491055,0.47468032750645894,0.643431286145734
year 1 weekly,K,substitution,34,0.5664981592840974,0.47755756697134,0.6445305125110548
year 1 weekly,K,substitution,35,0.5668536740643406,0.4774105697763187,0.6462009028161017
year 1 weekly,K,substitution,36,0.5680866296301732,0.47933966015776425,0.6476092366929757
year 1 weekly,K,substitution,37,0.5682031086776193,0.47838786845452447,0.6486115167860168
year 1 weekly,K,substitution,38,0.5682310235596153,0.47750834482209775,0.6494073598180303
year 1 weekly,K,substitution,39,0.5667440054400309,0.47361300966639164,0.6495978439476628
year 1 weekly,K,substitution,40,0.562555192034127,0.46906797725562344,0.6471867002571382
year 1 weekly,K,free_choice,1,0.3963142969372052,0.3759948011194765,0.41591547793054784
year 1 weekly,K,free_choice,2,0.43487128935885155,0.4044193094703884,0.46516733518921805
year 1 weekly,K,free_choice,3,0.46646160281308835,0.4281944529074738,0.5065068289158511
year 1 weekly,K,free_choice,4,0.49204359147038246,0.44749828305771927,0.5384815875860194
year 1 weekly,K,free_choice,5,0.5142243489652754,0.4622318739007855,0.5670809739010033
year 1 weekly,K,free_choice,6,0.5313645821350409,0.4758478575764106,0.5857250772664544
year 1 weekly,K,free_choice,7,0.5469392598226664,0.4871295989240577,0.603552676082094
year 1 weekly,K,free_choice,8,0.5598193973376853,0.4967494397550115,0.6187763835117539
year 1 weekly,K,free_choice,9,0.5699779645602493,0.5034221609351721,0.6317841338666627
year 1 weekly,K,free_choice,10,0.5775127570534401,0.5065852263712044,0.6420307782454918
year 1 weekly,K,free_choice,11,0.5796636698267041,0.5107751210234582,0.6423289724068355
year 1 weekly,K,free_choice,12,0.5847328922691069,0.51557991517702,0.6471004725522874
year 1 weekly,K,free_choice,13,0.5890265969748537,0.5202951961277291,0.6503625995774529
year 1 weekly,K,free_choice,14,0.5926996907707706,0.524159459268372,0.6546709842270045
year 1 weekly,K,free_choice,15,0.5988036933280423,0.5288120077137052,0.6618484722582477
year 1 weekly,K,free_choice,16,0.6019574914271554,0.5318766017894574,0.6647138091399356
year 1 weekly,K,free_choice,17,0.6065378983196127,0.5350984341886824,0.6705446988244194
year 1 weekly,K,free_choice,18,0.6103117118820296,0.5378144129752283,0.6745698369799569
year 1 weekly,K,free_choice,19,0.6133154057650695,0.53937433970811,0.6786838740199317
year 1 weekly,K,free_choice,20,0.6155200379369826,0.5386479291568309,0.6832015029608334
year 1 weekly,K,free_choice,21,0.612274123067988,0.537445152566647,0.6786076421287465
year 1 weekly,K,free_choice,22,0.6126265366794934,0.5390803270146602,0.6775923066950803
year 1 weekly,K,free_choice,23,0.6129944877620537,0.5404213426209072,0.6766074367345434
year 1 weekly,K,free_choice,24,0.6133540400456925,0.5415678783584013,0.6765841502148375
year 1 weekly,K,free_choice,25,0.6167105495018732,0.5442192792164431,0.680520446552424
year 1 weekly,K,free_choice,26,0.6174979244971154,0.5453046998996289,0.6809757423906733
year 1 weekly,K,free_choice,27,0.6201117417158923,0.5473677418835137,0.684108085980918
year 1 weekly,K,free_choice,28,0.6222068463960189,0.5488238037302571,0.6866766053009188
year 1 weekly,K,free_choice,29,0.6238560506736608,0.549469900693109,0.6889901116618485
year 1 weekly,K,free_choice,30,0.6250435201846702,0.5486113994965959,0.6921049316920481
year 1 weekly,K,free_choice,31,0.6206672869911047,0.5462591685583612,0.6865896861785986
year 1 weekly,K,free_choice,32,0.6200168777925279,0.5467034919927282,0.6845096774147857
year 1 weekly,K,free_choice,33,0.6195143371764638,0.5471696334587823,0.6827994678934254
year 1 weekly,K,free_choice,34,0.6191284933320149,0.5468862102094368,0.6822167488895706
year 1 weekly,K,free_choice,35,0.6218962729732079,0.5488760770458159,0.6854259090851424
year 1 weekly,K,free_choice,36,0.6221178723346784,0.5496123087602746,0.6851004164406592
year 1 weekly,K,free_choice,37,0.6242800897691803,0.5507680944043054,0.6883367095394031
year 1 weekly,K,free_choice,38,0.6259684728292298,0.5514527744282703,0.6902595544049696
year 1 weekly,K,free_choice,39,0.6273104873622383,0.5515948516133508,0.6924899356224943
year 1 weekly,K,free_choice,40,0.6282697905220546,0.5508849605463659,0.695152842835308
year 1 weekly,K,free_choice_centaur,1,0.39420045383150604,0.37365887013447047,0.4135749272353632
year 1 weekly,K,free_choice_centaur,2,0.43059937249773966,0.4005859085904304,0.4605625580290546
year 1 weekly,K,free_choice_centaur,3,0.4607378598590008,0.4228688627495424,0.5005802197633574
year 1 weekly,K,free_choice_centaur,4,0.4854774700780537,0.4414582672760155,0.5317672547245856
year 1 weekly,K,free_choice_centaur,5,0.5061013813552925,0.4539574186518901,0.558811493183344
year 1 weekly,K,free_choice_centaur,6,0.522947615298088,0.46715782644816295,0.5782644116166145
year 1 weekly,K,free_choice_centaur,7,0.5377611130848812,0.47778247215530323,0.5947936318364573
year 1 weekly,K,free_choice_centaur,8,0.5501699497202232,0.4862540075815739,0.6100631449216085
year 1 weekly,K,free_choice_centaur,9,0.5597102321074535,0.49209345714631436,0.6221624767159037
year 1 weekly,K,free_choice_centaur,10,0.5661894530186973,0.4945064227458508,0.6315744083810508
year 1 weekly,K,free_choice_centaur,11,0.5697160989778596,0.4992942534544992,0.6335756910745279
year 1 weekly,K,free_choice_centaur,12,0.5754971398738711,0.5052596194736343,0.6388807234485333
year 1 weekly,K,free_choice_centaur,13,0.5803444578106403,0.5105031060669728,0.643123980712848
year 1 weekly,K,free_choice_centaur,14,0.5844626770257088,0.514828294683506,0.6472820126243948
year 1 weekly,K,free_choice_centaur,15,0.590086199473635,0.518904152172714,0.654398492690022
year 1 weekly,K,free_choice_centaur,16,0.5934531193081894,0.5220119800963785,0.658043155136435
year 1 weekly,K,free_choice_centaur,17,0.5976904620145905,0.5250639352000976,0.663214946808149
year 1 weekly,K,free_choice_centaur,18,0.6012395262981547,0.5278485926122941,0.667219404520011
year 1 weekly,K,free_choice_centaur,19,0.6037303860558704,0.528127442539141,0.6709839193406579
year 1 weekly,K,free_choice_centaur,20,0.6049745015245235,0.5256924149419743,0.6743079588538755
year 1 weekly,K,free_choice_centaur,21,0.6030219554326849,0.526275721234483,0.6702492172103871
year 1 weekly,K,free_choice_centaur,22,0.6040290373228697,0.5289839185461317,0.6704713848548068
year 1 weekly,K,free_choice_centaur,23,0.6048820261813751,0.5314130135138312,0.6698249477492576
year 1 weekly,K,free_choice_centaur,24,0.6056248955266925,0.5333477508261033,0.6696882869623579
year 1 weekly,K,free_choice_centaur,25,0.6084453508223079,0.5354242969009648,0.6737519125335533
year 1 weekly,K,free_choice_centaur,26,0.6093802053889636,0.5368890274322308,0.6744650146177543
year 1 weekly,K,free_choice_centaur,27,0.6115844930701981,0.5377964423706333,0.6773098806133372
year 1 weekly,K,free_choice_centaur,28,0.6133888465380781,0.5393994557724269,0.6798028363915116
year 1 weekly,K,free_choice_centaur,29,0.6144674300506331,0.5388431060746419,0.6813558961631462
year 1 weekly,K,free_choice_centaur,30,0.614591112700902,0.5362043346179175,0.6837077304794158
year 1 weekly,K,free_choice_centaur,31,0.6115171815074489,0.535761006748892,0.6793569821107324
year 1 weekly,K,free_choice_centaur,32,0.6115013649639294,0.5373457447614047,0.6778204454570925
year 1 weekly,K,free_choice_centaur,33,0.611480266386145,0.5383283718922229,0.6764781196016078
year 1 weekly,K,free_choice_centaur,34,0.6114656428358272,0.538627051771352,0.675405263240923
year 1 weekly,K,free_choice_centaur,35,0.6136555972425662,0.5397850540670921,0.6787761940501781
year 1 weekly,K,free_choice_centaur,36,0.6140251805421476,0.5406342912410398,0.67886919620565
year 1 weekly,K,free_choice_centaur,37,0.6157331857653224,0.5416118722137144,0.681231334584331
year 1 weekly,K,free_choice_centaur,38,0.6171048697390314,0.5423353552420065,0.6831657934220606
year 1 weekly,K,free_choice_centaur,39,0.6178437721794959,0.5420259971723248,0.6850347511754687
year 1 weekly,K,free_choice_centaur,40,0.6176870836330672,0.5398002803074567,0.6865846359128442
yearly,K,traditional,0,0.3505032652832635,0.33713968411231793,0.36509084325519425
yearly,K,traditional,1,0.6353063113685632,0.5613698645525702,0.6988107007702581
yearly,K,traditional,2,0.6377684855101006,0.56246021199257,0.702116879163227
yearly,K,traditional,3,0.6384715168350791,0.5611552312181409,0.7041626864158235
yearly,K,traditional,4,0.6384139793265219,0.5585886595497127,0.7050059079006469
yearly,K,traditional,5,0.6375773000448196,0.5562450047345702,0.70605814996825
yearly,K,traditional,6,0.6359468546193073,0.5513983746252104,0.7067581351014905
yearly,K,traditional,7,0.6334464792992077,0.550108349075864,0.7065397561786527
yearly,K,traditional,8,0.6300552088525883,0.5427933975695641,0.705506163855572
yearly,K,traditional,9,0.6257454441564383,0.536589216565159,0.7044154610992991
yearly,K,traditional,10,0.6204969781606435,0.5267654882847262,0.7022997471748688
yearly,K,scaffolding_rapid,0,0.3505032652832635,0.33713968411231793,0.36509084325519425
yearly,K,scaffolding_rapid,1,0.6396706830927441,0.5684191408837821,0.7012684444867519
yearly,K,scaffolding_rapid,2,0.6422816038127088,0.5701217614296402,0.704243055118211
yearly,K,scaffolding_rapid,3,0.6435099433618471,0.5700953105278459,0.7060762837808844
yearly,K,scaffolding_rapid,4,0.6442450216661636,0.5699179879800295,0.7075177316891572
yearly,K,scaffolding_rapid,5,0.6444540106409768,0.5679936013932814,0.7089012660237132
yearly,K,scaffolding_rapid,6,0.6441206668578915,0.566489398234889,0.710118010239613
yearly,K,scaffolding_rapid,7,0.6432064338894432,0.5648065275185674,0.7109660997963473
yearly,K,scaffolding_rapid,8,0.6416798360014279,0.5613516874208795,0.7113840925515658
yearly,K,scaffolding_rapid,9,0.6395536858103813,0.556494674787012,0.7113755629130615
yearly,K,scaffolding_rapid,10,0.6367500475676418,0.5533710896721868,0.7100012411763232
yearly,K,scaffolding_nofade,0,0.3505032652832635,0.33713968411231793,0.36509084325519425
yearly,K,scaffolding_nofade,1,0.647002637472053,0.5766770959986568,0.7090539017623456
yearly,K,scaffolding_nofade,2,0.6494447720822392,0.5783760620734955,0.7111812990650199
yearly,K,scaffolding_nofade,3,0.6506085351638535,0.5787092344224263,0.7125939276672559
yearly,K,scaffolding_nofade,4,0.6513099181995822,0.5782532108976439,0.7139904458010768
yearly,K,scaffolding_nofade,5,0.651493870254658,0.5764798218028477,0.7154634486639718
yearly,K,scaffolding_nofade,6,0.6511314411650897,0.5739277477267521,0.7168350131995433
yearly,K,scaffolding_nofade,7,0.6501654302286027,0.5728488784180817,0.7178333370762714
yearly,K,scaffolding_nofade,8,0.6485512143402342,0.5694626405586553,0.7180970609441458
yearly,K,scaffolding_nofade,9,0.6462909183117503,0.5655570336784467,0.7184880242102809
yearly,K,scaffolding_nofade,10,0.6433154544847464,0.560258620662487,0.7164773182033969
yearly,K,substitution,0,0.3505032652832635,0.33713968411231793,0.36509084325519425
yearly,K,substitution,1,0.562555192034127,0.46906797725562344,0.6471867002571382
yearly,K,substitution,2,0.56120615584859,0.46101925956516493,0.6507976105251011
yearly,K,substitution,3,0.5554946506636319,0.45037343649943007,0.6484953965359702
yearly,K,substitution,4,0.5479362546216298,0.43893431602096966,0.6446969106478784
yearly,K,substitution,5,0.5386703665793589,0.4264139586689258,0.6392716750109972
yearly,K,substitution,6,0.5280162652536222,0.4130443200884049,0.6337923316469477
yearly,K,substitution,7,0.5158776256699237,0.3971546735843326,0.6289947550734105
yearly,K,substitution,8,0.5027146898941549,0.37331528808797443,0.6222281913817924
yearly,K,substitution,9,0.48848830885331984,0.3465289106403188,0.6158903729558367
yearly,K,substitution,10,0.47359109141314004,0.3203195182910042,0.6086944762444876
yearly,K,free_choice,0,0.3505032652832635,0.33713968411231793,0.36509084325519425
yearly,K,free_choice,1,0.6282697905220546,0.5508849605463659,0.695152842835308
yearly,K,free_choice,2,0.6311705758937756,0.5506728461611282,0.6992273815958199
yearly,K,free_choice,3,0.6313261011668834,0.5479535055875019,0.700574386806493
yearly,K,free_choice,4,0.6302822895666719,0.5444316608428964,0.7012967892547589
yearly,K,free_choice,5,0.6281591649620297,0.5398069311289728,0.7013672937099413
yearly,K,free_choice,6,0.6249058873797415,0.5344574914868787,0.7012612711953106
yearly,K,free_choice,7,0.620438286942685,0.5300972400898982,0.7006629965616707
yearly,K,free_choice,8,0.6148027955776498,0.5184731867175398,0.6991722359044444
yearly,K,free_choice,9,0.6079070628361993,0.5044954035669621,0.6980175541111717
yearly,K,free_choice,10,0.5998588997904916,0.4846748203014905,0.6941173450669642
yearly,K,free_choice_centaur,0,0.3505032652832635,0.33713968411231793,0.36509084325519425
yearly,K,free_choice_centaur,1,0.6176870836330672,0.5398002803074567,0.6865846359128442
yearly,K,free_choice_centaur,2,0.619927041947557,0.5401389487650285,0.6900716897279822
yearly,K,free_choice_centaur,3,0.6198298954104229,0.5367960990238806,0.6911456295083684
yearly,K,free_choice_centaur,4,0.6187053052726375,0.5319614563339524,0.691515334848687
yearly,K,free_choice_centaur,5,0.6166006303312573,0.5290659711696116,0.6917547664283952
yearly,K,free_choice_centaur,6,0.6134999192205814,0.5250628078775936,0.6912307322427717
yearly,K,free_choice_centaur,7,0.6093893448673458,0.5177479191116036,0.6892257277586886
yearly,K,free_choice_centaur,8,0.6043376067949284,0.5105837624532232,0.6878728499309671
yearly,K,free_choice_centaur,9,0.5982812382662794,0.5017524034863045,0.6862355982774446
yearly,K,free_choice_centaur,10,0.5913503474929258,0.4879469920390432,0.6837873616352843
year 1 weekly,far,traditional,1,0.337753634236195,0.3085151475739308,0.3684065947213784
year 1 weekly,far,traditional,2,0.37239313137266733,0.33523117856071344,0.4093076816791419
year 1 weekly,far,traditional,3,0.4025450554381802,0.36007921440025786,0.4453107202219417
year 1 weekly,far,traditional,4,0.42791323969406647,0.3809036350014704,0.47650887532961045
year 1 weekly,far,traditional,5,0.4518508741794257,0.39763518478206905,0.5069454482930404
year 1 weekly,far,traditional,6,0.4697132894575854,0.41215677124033956,0.52771021628964
