scenario,mediator,outcome,year,sc_full_median,sc_held_median,contribution,per_draw_median,per_draw_lo90,per_draw_hi90,per_draw_lo95,per_draw_hi95,small_full_sc
free_choice,D,K,10,-0.020927369002819357,-0.015226765164313693,0.2723994515382069,0.25899494300618414,0.22297616940086865,0.3310325034990473,0.19847398672164218,0.34165891708992463,False
free_choice,D,R,10,-0.051677794131362045,-0.04243252004514272,0.17890225853523012,0.18387013963712973,0.11653456684206999,0.21806837093017248,0.1135521470789675,0.2256025188278067,False
free_choice,D,M,10,-0.0196962027629586,-0.01679029704113429,0.14753634275583627,0.15139710632987718,0.09972326819442695,0.18794294422470129,0.09588134295009763,0.18829274478660404,False
free_choice,D,D,10,0.04569835199518503,0.036563757165414115,0.19988893320996293,0.20931459586577084,0.1692889010752486,0.24194945495281203,0.16515620593064184,0.24509429524927134,False
free_choice,D,unaided,10,-0.029033214739893568,-0.02245108684783579,0.22671026791302917,0.2234092368626146,0.1736392157307804,0.2680701801913938,0.16631644892833622,0.2762609075846445,False
free_choice,D,far,10,-0.02002306708216781,-0.01587609873767437,0.207109546578239,0.20679550101139516,0.1399862266282211,0.24076701631706807,0.1311609977141174,0.24737906786056388,False
free_choice,D,retention,10,-0.02099062040360803,-0.016733230216275184,0.20282345664261803,0.2165867719782658,0.15394182776256918,0.2518292071613095,0.14171631782543306,0.2560364934342775,False
free_choice,D,G,10,-0.035269236510056534,-0.027910047887815648,0.20865744060386782,0.1986278304179619,0.14264542312489548,0.22803221916383756,0.13560755193839788,0.23598190088595503,False
scaffolding_rapid,E,N_Vis,10,-12.593277692492244,-12.398644372523965,0.015455334561891965,0.009878536379502256,0.0022060338200323715,0.037875325265137885,0.001921743550156513,0.04022615060934963,False
scaffolding_rapid,E,N_SomMot,10,-19.076359437133785,-18.93942229810684,0.00717836857070242,0.006914254505927753,0.0014571620764873728,0.03028137971892234,0.001233776859845415,0.03255821937688521,False
scaffolding_rapid,E,N_DorsAttn,10,-36.732168665058246,-36.54602163951962,0.005067684057426636,0.005428499028721112,0.001115128744021937,0.024399620502070923,0.0009764453763032756,0.026923524832062878,False
scaffolding_rapid,E,N_SalVentAttn,10,-31.759648398592148,-31.59379409866643,0.005222170530485792,0.005598187825685497,0.0011657518696171986,0.02540154986214911,0.0009952178387223733,0.02793404147907323,False
scaffolding_rapid,E,N_Limbic,10,0.18682000377308255,0.21424523838655427,-0.146800310778193,-0.1027963142392243,-2.455394854598309,2.430413576584802,-3.626121628727864,2.907505191171483,False
scaffolding_rapid,E,N_Cont,10,-20.933030802610517,-20.813892088122685,0.005691422117096168,0.006092976665615701,0.001263027636774877,0.0269554949871404,0.0011012402488987107,0.02896559396354936,False
scaffolding_rapid,E,N_Default,10,10.389187883638298,10.393238071788673,-0.00038984646304762727,0.0002737153806011139,-0.000439739853524912,0.007066213952657711,-0.0006297478888059147,0.011019047477419445,False
scaffolding_rapid,F,N_Vis,10,-12.593277692492244,-12.265380985576684,0.0260374395707198,0.015563749215539158,0.002423895597538905,0.06081335822172882,0.0022496213688114833,0.07356840333207595,False
scaffolding_rapid,F,N_SomMot,10,-19.076359437133785,-18.796651444901066,0.014662545710280694,0.010870140804170203,0.0016170646032110712,0.04813829561747536,0.0015302994587060943,0.05942658346424677,False
scaffolding_rapid,F,N_DorsAttn,10,-36.732168665058246,-36.36421171016966,0.010017294602009286,0.00875846294195437,0.0013969638665923489,0.03912193502842571,0.001174813712132575,0.05060413711704844,False
scaffolding_rapid,F,N_SalVentAttn,10,-31.759648398592148,-31.426224805580603,0.010498340183965227,0.00924566928433046,0.0014167852294971971,0.04060275927293568,0.0012308930647566526,0.05247267439930529,False
scaffolding_rapid,F,N_Limbic,10,0.18682000377308255,0.23515756271786598,-0.25873866806841384,-0.16900347945847938,-4.071647141283642,5.308953994788597,-5.345281399592035,7.1829928207152385,False
scaffolding_rapid,F,N_Cont,10,-20.933030802610517,-20.702041696737346,0.011034670901280297,0.00947806071221785,0.001618362927586614,0.042017418709422126,0.0013640974671851995,0.053704157985730215,False
scaffolding_rapid,F,N_Default,10,10.389187883638298,10.366790810006096,0.0021558060055372197,0.002470563755810118,6.938817019414004e-05,0.018054777982082968,1.4633962262700332e-06,0.028534826531588557,False
scaffolding_rapid,D,N_Vis,10,-12.593277692492244,-12.396548879038686,0.015621732344617612,0.011601178960412739,0.002592312238411259,0.02797669965394993,0.0021134355650946736,0.030542694685483467,False
scaffolding_rapid,D,N_SomMot,10,-19.076359437133785,-18.934541735329905,0.00743421208177808,0.007983016822287303,0.0017307795658064336,0.020146993629284946,0.0013879822059565284,0.02239036435704854,False
scaffolding_rapid,D,N_DorsAttn,10,-36.732168665058246,-36.4907318340275,0.006572898900478297,0.0063155428007666825,0.0012945177798146632,0.016171864553540916,0.0010239806635197496,0.018889778388917207,False
scaffolding_rapid,D,N_SalVentAttn,10,-31.759648398592148,-31.544702766401585,0.0067678845021499345,0.006514522811283563,0.0013202292312527117,0.016672781533778824,0.001048232233339108,0.01943516126908845,False
scaffolding_rapid,D,N_Limbic,10,0.18682000377308255,0.22228193780149585,-0.18981872022380686,-0.1257949697716384,-1.8775913571413507,2.210822735652292,-2.2265891823557684,2.6006006350507245,False
scaffolding_rapid,D,N_Cont,10,-20.933030802610517,-20.777676508885317,0.00742149071437026,0.006913143793255194,0.001389868320872589,0.017865722631826876,0.0011682377481541718,0.020058735393418264,False
scaffolding_rapid,D,N_Default,10,10.389187883638298,10.394983940352553,-0.0005578931461411862,-2.35108038000309e-05,-0.0012630146106590414,0.004057287691952139,-0.0017005759825154505,0.005371732722690726,False
scaffolding_nofade,E,N_Vis,10,-12.329784768894923,-12.275315395632102,0.004417706738907068,0.005024979880018043,0.0011462399078357444,0.023854102831826852,0.000996450832974852,0.02662397050852477,False
scaffolding_nofade,E,N_SomMot,10,-18.859598465009796,-18.799852690713344,0.0031679239834982997,0.0036195207662857998,0.000799926117396571,0.019400289718472866,0.0006597386426612231,0.022723818308879158,False
scaffolding_nofade,E,N_DorsAttn,10,-36.382399927440645,-36.29278971133063,0.0024630100347622363,0.002929623564896733,0.0006125886049031581,0.015871954602336757,0.000503896865557399,0.018091375225432176,False
scaffolding_nofade,E,N_SalVentAttn,10,-31.444234190536292,-31.364100854230866,0.002548427028620237,0.003003585498682626,0.000647097378724798,0.016597368298238113,0.0005292891143154317,0.01901734193918649,False
scaffolding_nofade,E,N_Limbic,10,0.22648898186003846,0.23886470355898287,-0.05464160595058054,-0.05284252467723449,-0.37468202268228806,-0.007493512490220949,-0.4892744481786825,-0.006602793533493784,False
scaffolding_nofade,E,N_Cont,10,-20.708801578287368,-20.652860727286146,0.00270130798200674,0.003296128751423655,0.0006928248989499397,0.017455551699809353,0.0005815930851296476,0.02002451294644024,False
scaffolding_nofade,E,N_Default,10,10.511500142270602,10.506194253509197,0.0005047698891301744,0.0004911048882955682,-0.00023868746186260785,0.006927424016170115,-0.00027515788497726735,0.008970224251426321,False
