tag,form,forgetting,epw,effort,wpm,metric,winsorize,network_weights,mechanism,scenario,network,tier,mean,median,n,lo90,hi90,lo95,hi95
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,180,mean,True,equal,A,substitution,Cont,2,1.6502310438689225,1.4948666450328612,20,0.9646013358222575,2.74650334613847,0.8629954845917475,2.7695839610697828
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,180,mean,False,area,A,substitution,Cont,2,1.730961761163941,1.583217825475068,20,1.0131837310043394,2.8616351676119987,0.9114728498714126,2.8860666887118938
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,180,mean,False,equal,A,substitution,Cont,2,1.6343703349791725,1.4853566338471098,20,0.9469571338757486,2.7255030214536324,0.8474107109482231,2.749147310533248
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,180,peak,True,area,A,substitution,Cont,3,2.7051698445076076,2.5836557312741593,20,1.8779160128593244,3.7484915744889094,1.8580975509353186,3.9685384507485977
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,180,peak,True,equal,A,substitution,Cont,3,2.5940642194571994,2.4730461508356525,20,1.7968366964654958,3.594679019796373,1.7706792929002144,3.8066093490009267
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,180,peak,False,area,A,substitution,Cont,3,2.4832881204330732,2.373279625224467,20,1.680244227194188,3.474550387516528,1.6494943011186105,3.6682001176265318
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,180,peak,False,equal,A,substitution,Cont,3,2.410445801347142,2.302931101823873,20,1.6122346532208096,3.3463051274969025,1.5977258501126068,3.5533984938266983
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,260,auc,True,area,A,substitution,Cont,2,-1.1788094813914902,-1.2015229480027378,20,-1.574999141463945,-0.7813842658814533,-1.624306617692688,-0.7806137742371998
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,260,auc,True,equal,A,substitution,Cont,2,-1.3055284339331066,-1.3343770318695665,20,-1.6928500528822477,-0.9235591268203474,-1.742689108558632,-0.9117233499564839
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,260,auc,False,area,A,substitution,Cont,2,-1.2251675741272194,-1.2406839544750636,20,-1.6204318259224093,-0.8308967970969892,-1.6743633935446605,-0.8279624683290425
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,260,auc,False,equal,A,substitution,Cont,2,-1.3805236088622181,-1.4069211313941046,20,-1.764989557102169,-1.009095726703874,-1.8190965495650262,-0.9910217965497393
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,260,mean,True,area,A,substitution,Cont,2,-3.0976521304946028,-3.044733654059544,20,-3.506197655712956,-2.67722627882599,-3.677404623392589,-2.5984647992702685
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,260,mean,True,equal,A,substitution,Cont,2,-3.180023366700051,-3.1008183110129885,20,-3.5866488861334505,-2.782537258609169,-3.750863631492181,-2.703370092680447
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,260,mean,False,area,A,substitution,Cont,2,-3.071987554299799,-3.007655267239542,20,-3.475607543115389,-2.659282304930765,-3.6445273226700188,-2.5825588393815275
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,260,mean,False,equal,A,substitution,Cont,2,-3.1707952355145332,-3.087824230171506,20,-3.57263049756251,-2.775956746683932,-3.7386056661099825,-2.6992960056582453
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,260,peak,True,area,A,substitution,Cont,3,2.722689194017125,2.654641125703468,20,1.8906343987708039,3.377506071125601,1.824500627965334,3.7465358911950113
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,260,peak,True,equal,A,substitution,Cont,3,2.897191110376318,2.8255343543636435,20,2.0071741587114946,3.6081168991250183,1.9442570662587564,3.987069736087977
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,260,peak,False,area,A,substitution,Cont,3,2.5930266474460515,2.529327336873939,20,1.7918674801611145,3.216839193925592,1.7289047469698486,3.5664482327153015
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,260,peak,False,equal,A,substitution,Cont,3,2.7478924657176527,2.683633695119876,20,1.897752741594263,3.4203929034457974,1.8384878999416092,3.7774341455534666
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,220,auc,True,area,B,substitution,Cont,2,-0.7695182495977426,-0.7518264993002131,20,-1.0832765544698417,-0.5118018228665473,-1.1421026992611163,-0.46372132673287414
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,220,auc,True,equal,B,substitution,Cont,2,-0.83571447225089,-0.8174259744107351,20,-1.155008523354717,-0.5657443908072186,-1.2181317326461232,-0.5128007372658406
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,220,auc,False,area,B,substitution,Cont,2,-0.7859975642995332,-0.7672676460904939,20,-1.102064825851382,-0.5263430210306664,-1.1617026699426605,-0.4771832992853168
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,220,auc,False,equal,B,substitution,Cont,2,-0.8493294221500817,-0.8312728578504766,20,-1.170078169336914,-0.5779112692442374,-1.2339831558857324,-0.5241087932624326
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,220,mean,True,area,B,substitution,Cont,2,-0.512169821509754,-0.5361784654349857,20,-0.8797694984041475,-0.13922907407092197,-0.8850949843432113,-0.1275132415282203
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,220,mean,True,equal,B,substitution,Cont,2,-0.5745045667545456,-0.5999461363055838,20,-0.9465336473652612,-0.2029952323776701,-0.9523692407847271,-0.18547930897133985
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,220,mean,False,area,B,substitution,Cont,2,-0.5091019621034273,-0.5324518804021039,20,-0.8757195032921335,-0.137251542698289,-0.8821468296753389,-0.12561785537803224
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,220,mean,False,equal,B,substitution,Cont,2,-0.5664871034914335,-0.5910333436702768,20,-0.9367959150323574,-0.19604997283929862,-0.9440389980143273,-0.17905566228405653
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,220,peak,True,area,B,substitution,Cont,3,0.8372233760223582,0.8405304010893286,20,0.669853054246948,1.0079828978893652,0.6588571564340194,1.0329028185486158
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,220,peak,True,equal,B,substitution,Cont,3,0.7862991385698384,0.7935653791243475,20,0.6397066867859632,0.960718633130323,0.6172584730234896,0.9851257301809829
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,220,peak,False,area,B,substitution,Cont,3,0.8604616529930256,0.8648841957091451,20,0.6917588503004133,1.034096003169637,0.6795201802565742,1.0605329860010964
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,220,peak,False,equal,B,substitution,Cont,3,0.7920941050410459,0.804369999796759,20,0.6453479510249143,0.9662751343105316,0.6223232511059925,0.990258901364389
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,180,auc,True,area,B,substitution,Cont,2,0.2751840324427316,0.2183720335581421,20,0.0364718186093181,0.5685488848615473,-0.00805914487842379,0.6425357821765556
spec_bounded_weekly_break_0.25_epw3_drawn,bounded,weekly_break_0.25,3,drawn,180,auc,True,equal,B,substitution,Cont,2,0.1912357300727321,0.13195690047019093,20,-0.05430546783157623,0.4953607311701884,-0.0954206804233296,0.5631373965342935
