scenario,outcome,year,mean,median,n,lo90,hi90,lo95,hi95,prsup,share_draws_positive,episodes_per_week,run
scaffolding_rapid,unaided,10,0.02725680272308006,0.02658297301626366,500,0.010957108353019735,0.04531748570430536,0.009598807337960268,0.0476978359411567,0.995946,1.0,3,v_main
substitution,D,1,0.0982493366295474,0.0973609985023971,500,0.07065769933325279,0.12678761725990764,0.06620838417771215,0.13264781237772522,0.999972,1.0,3,v_main
substitution,D,5,0.18747592328314358,0.19129044744259105,500,0.12792129637128877,0.23838939633845552,0.11758924032768023,0.2484885559866626,1.0,1.0,3,v_main
substitution,D,10,0.2324856977366422,0.23974492635120687,500,0.15601676533160885,0.27837168967008524,0.1434384099572578,0.28323237581371136,1.0,1.0,3,v_main
substitution,G,1,-0.07635905251949568,-0.07548684096802893,500,-0.09602944409371852,-0.0589355660576838,-0.09869759658989295,-0.05647905035700592,0.0,0.0,3,v_main
substitution,G,5,-0.14239588563868566,-0.14360211423293306,500,-0.18011600492185492,-0.1028334012608047,-0.1881989727264356,-0.09560565411487679,0.0,0.0,3,v_main
substitution,G,10,-0.1860997132410118,-0.19098419766581315,500,-0.22854994964005068,-0.12758869562411929,-0.2325738531509727,-0.11789022338925463,0.0,0.0,3,v_main
substitution,K,1,-0.0727511193344362,-0.07068489763370553,500,-0.09707867222017573,-0.051728617826514,-0.1045268657732348,-0.049283314289118176,0.0,0.0,3,v_main
substitution,K,5,-0.09890693346546076,-0.09648026816677852,500,-0.14291226986020267,-0.06241160016312138,-0.1518479096100889,-0.056027725999054104,0.0,0.0,3,v_main
substitution,K,10,-0.1469058867475034,-0.14613731011713726,500,-0.21435927902662882,-0.07820869939538655,-0.2221267961330457,-0.06921223829824381,0.0,0.0,3,v_main
substitution,far,1,-0.08209909125760914,-0.08140766742790159,500,-0.10400935269715977,-0.06265093071695833,-0.10852651462002298,-0.060669085035910356,0.0,0.0,3,v_main
substitution,far,5,-0.1157239775743898,-0.1166361401036094,500,-0.14099053028711964,-0.08572802173494772,-0.14441812622641678,-0.08209119627848391,0.0,0.0,3,v_main
substitution,far,10,-0.13150984186153505,-0.13402556535297908,500,-0.152071746306603,-0.10245844865538184,-0.15594533068246527,-0.09577789757062032,0.0,0.0,3,v_main
substitution,p_request,1,0.07519711154131675,0.07356518670017473,500,0.052375563665862955,0.10251120921584532,0.050381251675544414,0.10900210238560194,0.9999790000000001,1.0,3,v_main
substitution,p_request,5,0.1226218352813162,0.12371168579749112,500,0.07999159601440098,0.1624699952277066,0.07381521638673248,0.17020117621960013,1.0,1.0,3,v_main
substitution,p_request,10,0.1525799414197165,0.15676167044264883,500,0.10233664564396677,0.18652773130714898,0.08927313773501594,0.1926222577750739,1.0,1.0,3,v_main
substitution,retention,1,-0.06404403737125502,-0.06272376703805893,500,-0.08567021424747782,-0.04596151864956178,-0.08962112278076581,-0.044318772474688295,0.0,0.0,3,v_main
substitution,retention,5,-0.10541049211874054,-0.10577194945177729,500,-0.13900297938491896,-0.07065122853787854,-0.14334139944227603,-0.0658103099164836,0.0,0.0,3,v_main
substitution,retention,10,-0.13699765544369996,-0.140454315862035,500,-0.16781198845158166,-0.09306293147626354,-0.17147131665518994,-0.08471854817904631,0.0,0.0,3,v_main
